MorphFeature;DEL(c);DEL(coyer);DEL(r);DEL(re);INS(a);INS(ais);INS(an);INS(as);INS(e);INS(eis);INS(emos);INS(en);INS(es);INS(on);INS(y);INS(á);INS(án);INS(ás);INS(é);INS(éis);INS(ía);INS(íais);INS(íamos);INS(íeis);INS(íemos);INS(íen);INS(íes)
3,LGSPEC2,PL,PST,V;-1.0;-1.0;-0.9763779527559056;-1.0;-1.0;-1.0;0.7244094488188977;-1.0;-0.9685039370078741;-1.0;-1.0;-0.9370078740157481;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9921259842519685;-1.0
3,LGSPEC2,PRF,PST,SG;-1.0;-1.0;-1.0;-1.0;0.5971223021582734;-1.0;-1.0;-1.0;-0.7985611510791366;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,LGSPEC2,PRF,PST,SG,V;-1.0;-1.0;-1.0;-1.0;0.5971223021582734;-1.0;-1.0;-1.0;-0.7985611510791366;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,LGSPEC2,PRF,SG;-1.0;-1.0;-1.0;-1.0;0.5971223021582734;-1.0;-1.0;-1.0;-0.7985611510791366;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,LGSPEC2,PRF,SG,V;-1.0;-1.0;-1.0;-1.0;0.5971223021582734;-1.0;-1.0;-1.0;-0.7985611510791366;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,LGSPEC2,PST,SBJV,SG;-1.0;-1.0;-0.9814814814814814;-1.0;0.8888888888888888;-1.0;-1.0;-1.0;-0.9814814814814814;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,LGSPEC2,PST,SBJV,SG,V;-1.0;-1.0;-0.9814814814814814;-1.0;0.8888888888888888;-1.0;-1.0;-1.0;-0.9814814814814814;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,LGSPEC2,PST,SG;-1.0;-1.0;-0.9920318725099602;-1.0;0.6972111553784861;-1.0;-1.0;-1.0;-0.8804780876494025;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,LGSPEC2,PST,SG,V;-1.0;-1.0;-0.9920318725099602;-1.0;0.6972111553784861;-1.0;-1.0;-1.0;-0.8804780876494025;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,LGSPEC2,SBJV,SG;-1.0;-1.0;-0.9814814814814814;-1.0;0.8888888888888888;-1.0;-1.0;-1.0;-0.9814814814814814;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,LGSPEC2,SBJV,SG,V;-1.0;-1.0;-0.9814814814814814;-1.0;0.8888888888888888;-1.0;-1.0;-1.0;-0.9814814814814814;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,LGSPEC2,SG;-1.0;-1.0;-0.9925093632958801;-1.0;0.6329588014981273;-1.0;-1.0;-1.0;-0.8426966292134832;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9925093632958801;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,LGSPEC2,SG,V;-1.0;-1.0;-0.9925093632958801;-1.0;0.6329588014981273;-1.0;-1.0;-1.0;-0.8426966292134832;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9925093632958801;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,PFV,PL;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9393939393939394;-1.0;-1.0;-1.0;-1.0;0.8484848484848484;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,PFV,PL,PST;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9393939393939394;-1.0;-1.0;-1.0;-1.0;0.8484848484848484;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,PFV,PL,PST,V;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9393939393939394;-1.0;-1.0;-1.0;-1.0;0.8484848484848484;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,PFV,PL,V;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9393939393939394;-1.0;-1.0;-1.0;-1.0;0.8484848484848484;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,PRF,PST,SG;-1.0;-1.0;-0.9936305732484076;-1.0;-0.26114649681528673;-1.0;-1.0;-1.0;0.04458598726114649;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,PRF,PST,SG,V;-1.0;-1.0;-0.9936305732484076;-1.0;-0.26114649681528673;-1.0;-1.0;-1.0;0.04458598726114649;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,PRF,SG;-1.0;-1.0;-0.9936305732484076;-1.0;-0.26114649681528673;-1.0;-1.0;-1.0;0.04458598726114649;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3,PRF,SG,V;-1.0;-1.0;-0.9936305732484076;-1.0;-0.26114649681528673;-1.0;-1.0;-1.0;0.04458598726114649;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
COND,LGSPEC1,SG;-1.0;-1.0;-0.95;-1.0;-0.95;-1.0;-1.0;-0.95;0.050000000000000044;-1.0;-1.0;-1.0;-0.95;-1.0;-0.95;-1.0;-1.0;-1.0;-1.0;-1.0;-0.8500000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;-0.95
COND,LGSPEC1,SG,V;-1.0;-1.0;-0.95;-1.0;-0.95;-1.0;-1.0;-0.95;0.050000000000000044;-1.0;-1.0;-1.0;-0.95;-1.0;-0.95;-1.0;-1.0;-1.0;-1.0;-1.0;-0.8500000000000001;-1.0;-1.0;-1.0;-1.0;-1.0;-0.95
IMP,SG;-1.0;-1.0;0.5782312925170068;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
IMP,SG,V;-1.0;-1.0;0.5782312925170068;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
IND,LGSPEC1,PRF,PST,SG;-1.0;-1.0;-0.9955555555555555;-1.0;-0.96;-1.0;-1.0;-0.9822222222222223;0.28;-1.0;-1.0;-1.0;-0.46222222222222215;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
IND,LGSPEC1,PRF,PST,SG,V;-1.0;-1.0;-0.9955555555555555;-1.0;-0.96;-1.0;-1.0;-0.9822222222222223;0.28;-1.0;-1.0;-1.0;-0.46222222222222215;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
IND,LGSPEC1,PRF,SG;-1.0;-1.0;-0.9955555555555555;-1.0;-0.96;-1.0;-1.0;-0.9822222222222223;0.28;-1.0;-1.0;-1.0;-0.46222222222222215;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
IND,LGSPEC1,PRF,SG,V;-1.0;-1.0;-0.9955555555555555;-1.0;-0.96;-1.0;-1.0;-0.9822222222222223;0.28;-1.0;-1.0;-1.0;-0.46222222222222215;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
IND,LGSPEC2,PRF,PST,SG;-1.0;-1.0;-0.9950859950859952;-1.0;0.15970515970515975;-1.0;-1.0;-0.41523341523341534;-0.8574938574938575;-1.0;-1.0;-1.0;-0.9852579852579852;-1.0;-0.9950859950859952;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
IND,LGSPEC2,PRF,PST,SG,V;-1.0;-1.0;-0.9950859950859952;-1.0;0.15970515970515975;-1.0;-1.0;-0.41523341523341534;-0.8574938574938575;-1.0;-1.0;-1.0;-0.9852579852579852;-1.0;-0.9950859950859952;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
IND,LGSPEC2,PRF,SG;-1.0;-1.0;-0.9950859950859952;-1.0;0.15970515970515975;-1.0;-1.0;-0.41523341523341534;-0.8574938574938575;-1.0;-1.0;-1.0;-0.9852579852579852;-1.0;-0.9950859950859952;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
IND,LGSPEC2,PRF,SG,V;-1.0;-1.0;-0.9950859950859952;-1.0;0.15970515970515975;-1.0;-1.0;-0.41523341523341534;-0.8574938574938575;-1.0;-1.0;-1.0;-0.9852579852579852;-1.0;-0.9950859950859952;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
IPFV,LGSPEC1,PST,SBJV,SG;-1.0;-1.0;-0.9946236559139785;-1.0;-0.9623655913978495;-1.0;-1.0;-0.978494623655914;0.26881720430107525;-1.0;-1.0;-1.0;-0.41935483870967744;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
IPFV,LGSPEC1,PST,SBJV,SG,V;-1.0;-1.0;-0.9946236559139785;-1.0;-0.9623655913978495;-1.0;-1.0;-0.978494623655914;0.26881720430107525;-1.0;-1.0;-1.0;-0.41935483870967744;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
IPFV,LGSPEC1,PST,SG;-1.0;-1.0;-0.9893899204244032;-1.0;-0.9628647214854111;-1.0;-1.0;-0.9787798408488064;0.2519893899204244;-1.0;-1.0;-1.0;-0.4270557029177718;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
IPFV,LGSPEC1,PST,SG,V;-1.0;-1.0;-0.9893899204244032;-1.0;-0.9628647214854111;-1.0;-1.0;-0.9787798408488064;0.2519893899204244;-1.0;-1.0;-1.0;-0.4270557029177718;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
IPFV,LGSPEC1,SBJV,SG;-1.0;-1.0;-0.9946236559139785;-1.0;-0.9623655913978495;-1.0;-1.0;-0.978494623655914;0.26881720430107525;-1.0;-1.0;-1.0;-0.41935483870967744;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
IPFV,LGSPEC1,SBJV,SG,V;-1.0;-1.0;-0.9946236559139785;-1.0;-0.9623655913978495;-1.0;-1.0;-0.978494623655914;0.26881720430107525;-1.0;-1.0;-1.0;-0.41935483870967744;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
IPFV,LGSPEC1,SG;-1.0;-1.0;-0.9893899204244032;-1.0;-0.9628647214854111;-1.0;-1.0;-0.9787798408488064;0.2519893899204244;-1.0;-1.0;-1.0;-0.4270557029177718;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
IPFV,LGSPEC1,SG,V;-1.0;-1.0;-0.9893899204244032;-1.0;-0.9628647214854111;-1.0;-1.0;-0.9787798408488064;0.2519893899204244;-1.0;-1.0;-1.0;-0.4270557029177718;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
IPFV,LGSPEC2,PST,SBJV,SG;-1.0;-1.0;-0.994535519125683;-1.0;0.1693989071038251;-1.0;-1.0;-0.3333333333333334;-0.9672131147540983;-1.0;-1.0;-1.0;-0.9781420765027322;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
IPFV,LGSPEC2,PST,SBJV,SG,V;-1.0;-1.0;-0.994535519125683;-1.0;0.1693989071038251;-1.0;-1.0;-0.3333333333333334;-0.9672131147540983;-1.0;-1.0;-1.0;-0.9781420765027322;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
IPFV,LGSPEC2,PST,SG;-1.0;-1.0;-0.9893899204244032;-1.0;0.1352785145888593;-1.0;-1.0;-0.35278514588859405;-0.9681697612732096;-1.0;-1.0;-1.0;-0.9787798408488064;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9946949602122015
IPFV,LGSPEC2,PST,SG,V;-1.0;-1.0;-0.9893899204244032;-1.0;0.1352785145888593;-1.0;-1.0;-0.35278514588859405;-0.9681697612732096;-1.0;-1.0;-1.0;-0.9787798408488064;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9946949602122015
IPFV,LGSPEC2,SBJV,SG;-1.0;-1.0;-0.994535519125683;-1.0;0.1693989071038251;-1.0;-1.0;-0.3333333333333334;-0.9672131147540983;-1.0;-1.0;-1.0;-0.9781420765027322;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
IPFV,LGSPEC2,SBJV,SG,V;-1.0;-1.0;-0.994535519125683;-1.0;0.1693989071038251;-1.0;-1.0;-0.3333333333333334;-0.9672131147540983;-1.0;-1.0;-1.0;-0.9781420765027322;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
IPFV,LGSPEC2,SG;-1.0;-1.0;-0.9893899204244032;-1.0;0.1352785145888593;-1.0;-1.0;-0.35278514588859405;-0.9681697612732096;-1.0;-1.0;-1.0;-0.9787798408488064;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9946949602122015
IPFV,LGSPEC2,SG,V;-1.0;-1.0;-0.9893899204244032;-1.0;0.1352785145888593;-1.0;-1.0;-0.35278514588859405;-0.9681697612732096;-1.0;-1.0;-1.0;-0.9787798408488064;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-0.9946949602122015
LGSPEC1,NFIN;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
LGSPEC1,NFIN,V;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
LGSPEC1,PRF,PST,SG;-1.0;-1.0;-0.9955555555555555;-1.0;-0.96;-1.0;-1.0;-0.9822222222222223;0.28;-1.0;-1.0;-1.0;-0.46222222222222215;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
LGSPEC1,PRF,PST,SG,V;-1.0;-1.0;-0.9955555555555555;-1.0;-0.96;-1.0;-1.0;-0.9822222222222223;0.28;-1.0;-1.0;-1.0;-0.46222222222222215;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
LGSPEC1,PRF,SG;-1.0;-1.0;-0.9955555555555555;-1.0;-0.96;-1.0;-1.0;-0.9822222222222223;0.28;-1.0;-1.0;-1.0;-0.46222222222222215;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
LGSPEC1,PRF,SG,V;-1.0;-1.0;-0.9955555555555555;-1.0;-0.96;-1.0;-1.0;-0.9822222222222223;0.28;-1.0;-1.0;-1.0;-0.46222222222222215;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
LGSPEC1,PST,SBJV,SG;-1.0;-1.0;-0.9946236559139785;-1.0;-0.9623655913978495;-1.0;-1.0;-0.978494623655914;0.26881720430107525;-1.0;-1.0;-1.0;-0.41935483870967744;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
LGSPEC1,PST,SBJV,SG,V;-1.0;-1.0;-0.9946236559139785;-1.0;-0.9623655913978495;-1.0;-1.0;-0.978494623655914;0.26881720430107525;-1.0;-1.0;-1.0;-0.41935483870967744;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
LGSPEC2,NFIN;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
LGSPEC2,NFIN,V;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
LGSPEC2,PRF,PST,SG;-1.0;-1.0;-0.9950859950859952;-1.0;0.15970515970515975;-1.0;-1.0;-0.41523341523341534;-0.8574938574938575;-1.0;-1.0;-1.0;-0.9852579852579852;-1.0;-0.9950859950859952;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
LGSPEC2,PRF,PST,SG,V;-1.0;-1.0;-0.9950859950859952;-1.0;0.15970515970515975;-1.0;-1.0;-0.41523341523341534;-0.8574938574938575;-1.0;-1.0;-1.0;-0.9852579852579852;-1.0;-0.9950859950859952;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
LGSPEC2,PRF,SG;-1.0;-1.0;-0.9950859950859952;-1.0;0.15970515970515975;-1.0;-1.0;-0.41523341523341534;-0.8574938574938575;-1.0;-1.0;-1.0;-0.9852579852579852;-1.0;-0.9950859950859952;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
LGSPEC2,PRF,SG,V;-1.0;-1.0;-0.9950859950859952;-1.0;0.15970515970515975;-1.0;-1.0;-0.41523341523341534;-0.8574938574938575;-1.0;-1.0;-1.0;-0.9852579852579852;-1.0;-0.9950859950859952;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
LGSPEC2,PST,SBJV,SG;-1.0;-1.0;-0.994535519125683;-1.0;0.1693989071038251;-1.0;-1.0;-0.3333333333333334;-0.9672131147540983;-1.0;-1.0;-1.0;-0.9781420765027322;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
LGSPEC2,PST,SBJV,SG,V;-1.0;-1.0;-0.994535519125683;-1.0;0.1693989071038251;-1.0;-1.0;-0.3333333333333334;-0.9672131147540983;-1.0;-1.0;-1.0;-0.9781420765027322;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
