Left,Right,Operation,Object
xistrar,>,INS,os
istrar,>,INS,s
rar,>,INS,mos
rar,>,INS,a
istrar,>,INS,o
rar,>,INS,s
xistrar,>,INS,o
strar,>,INS,a
rar,>,INS,amos
trar,>,INS,o
strar,>,INS,o
existrar,>,INS,a
trar,>,INS,os
rar,>,INS,áramos
trar,>,INS,á
strar,>,INS,os
r,>,INS,o
istrar,>,INS,a
trar,>,INS,mos
<rexistrar,>,INS,a
ar,>,INS,o
ar,>,INS,os
<rexistrar,>,INS,s
r,>,INS,á
existrar,>,INS,o
r,>,INS,s
ar,>,INS,mos
rexistrar,>,INS,a
ar,>,INS,s
ar,>,INS,a
existrar,>,INS,os
rar,>,INS,ramos
r,>,INS,a
ar,>,INS,ramos
r,>,INS,ramos
istrar,>,INS,os
<rexistrar,>,INS,o
ar,>,INS,á
xistrar,>,INS,s
rexistrar,>,INS,s
existrar,>,INS,s
rar,>,INS,á
ar,>,INS,amos
r,>,INS,mos
r,>,INS,os
rar,>,INS,o
ar,>,INS,áramos
rexistrar,>,INS,o
trar,>,INS,s
udar,>,INS,n
yudar,>,INS,e
dar,>,INS,n
dar,>,INS,e
r,>,INS,e
dar,>,INS,en
ar,>,INS,íen
udar,>,INS,e
dar,>,INS,í
udar,>,INS,en
ayudar,>,INS,e
<ayudar,>,INS,í
udar,>,INS,í
ar,>,INS,e
r,>,INS,n
ar,>,INS,n
yudar,>,INS,í
r,>,INS,íen
ar,>,INS,en
<ayudar,>,INS,n
r,>,INS,en
ar,>,INS,í
yudar,>,INS,n
dar,>,INS,íen
ayudar,>,INS,í
<ayudar,>,INS,e
r,>,INS,í
ayudar,>,INS,n
r,>,INS,ó
ar,>,INS,ó
rar,>,INS,a
r,>,INS,a
lorar,>,INS,a
ar,>,INS,a
orar,>,INS,a
rar,>,INS,da
ar,>,INS,da
r,>,INS,da
llamber,>,INS,s
er,>,INS,s
r,>,INS,s
mber,>,INS,s
amber,>,INS,s
lamber,>,INS,s
ber,>,INS,s
<llamber,>,INS,s
estudiar,>,INS,a
udiar,>,INS,a
studiar,>,INS,a
tudiar,>,INS,a
ar,>,INS,a
r,>,INS,a
<estudiar,>,INS,a
iar,>,INS,a
diar,>,INS,a
casar,>,INS,s
sar,>,INS,i
ar,>,INS,e
r,>,INS,beis
casar,>,INS,e
ar,>,INS,s
ar,>,INS,i
<casar,>,INS,s
sar,>,INS,s
asar,>,INS,e
<casar,>,INS,e
r,>,INS,e
ar,>,INS,eis
r,>,INS,s
sar,>,INS,eis
asar,>,INS,i
r,>,INS,eis
ar,>,INS,beis
sar,>,INS,e
r,>,INS,i
asar,>,INS,s
itar,>,INS,n
ar,>,INS,n
tar,>,INS,n
r,>,INS,n
vitar,>,INS,n
ar,>,INS,e
umildar,>,INS,e
mildar,>,INS,e
dar,>,INS,n
ar,>,INS,en
ildar,>,INS,e
r,>,INS,e
dar,>,INS,e
humildar,>,INS,e
ar,>,INS,n
r,>,INS,n
<humildar,>,INS,e
r,>,INS,en
ldar,>,INS,n
dar,>,INS,en
ldar,>,INS,e
r,>,INS,n
antar,>,INS,n
lantar,>,INS,n
ntar,>,INS,n
llantar,>,INS,n
tar,>,INS,n
<llantar,>,INS,n
ar,>,INS,n
r,>,INS,sti
ar,>,INS,i
bayar,>,INS,s
ar,>,INS,s
ayar,>,INS,sti
abayar,>,INS,i
trabayar,>,INS,i
r,>,INS,tis
r,>,INS,i
yar,>,INS,s
yar,>,INS,tis
ayar,>,INS,i
r,>,INS,ti
yar,>,INS,ti
yar,>,INS,stis
abayar,>,INS,s
trabayar,>,INS,s
bayar,>,INS,i
ar,>,INS,ti
<trabayar,>,INS,s
r,>,INS,stis
<trabayar,>,INS,i
ar,>,INS,stis
ar,>,INS,tis
rabayar,>,INS,i
yar,>,INS,i
ayar,>,INS,s
yar,>,INS,sti
ar,>,INS,sti
r,>,INS,s
rabayar,>,INS,s
ayar,>,INS,ti
nzar,>,INS,n
r,>,INS,e
zar,>,INS,e
r,>,INS,n
zar,>,INS,n
ar,>,INS,e
ar,>,INS,n
ar,>,INS,en
enzar,>,INS,e
<comenzar,>,INS,e
menzar,>,INS,n
r,>,INS,en
omenzar,>,INS,n
zar,>,INS,en
omenzar,>,INS,e
menzar,>,INS,e
enzar,>,INS,n
comenzar,>,INS,n
comenzar,>,INS,e
nzar,>,INS,e
otonar,>,INS,e
r,>,INS,e
onar,>,INS,e
nar,>,INS,e
abotonar,>,INS,e
<abotonar,>,INS,e
tonar,>,INS,e
ar,>,INS,e
botonar,>,INS,e
ar,>,INS,a
lar,>,INS,a
r,>,INS,a
ilar,>,INS,a
ar,>,INS,i
car,>,INS,éi
olcar,>,INS,s
r,>,INS,éis
ar,>,INS,s
lcar,>,INS,i
remolcar,>,INS,s
molcar,>,INS,i
r,>,INS,i
emolcar,>,INS,s
lcar,>,INS,é
car,>,INS,éis
r,>,INS,s
ar,>,INS,éis
car,>,INS,s
emolcar,>,INS,i
car,>,INS,i
<remolcar,>,INS,s
lcar,>,INS,s
remolcar,>,INS,i
molcar,>,INS,s
ar,>,INS,éi
r,>,INS,éi
<remolcar,>,INS,i
olcar,>,INS,i
ar,>,INS,é
car,>,INS,é
r,>,INS,é
ar,>,INS,i
r,>,INS,áis
ar,>,INS,ái
uñar,>,INS,i
uñar,>,INS,á
r,>,INS,á
<amasuñar,>,INS,s
ñar,>,INS,á
ñar,>,INS,i
suñar,>,INS,s
ar,>,INS,s
uñar,>,INS,s
ñar,>,INS,ái
r,>,INS,ái
ar,>,INS,áis
ar,>,INS,á
r,>,INS,i
r,>,INS,s
ñar,>,INS,s
masuñar,>,INS,s
amasuñar,>,INS,s
asuñar,>,INS,s
parar,>,INS,e
r,>,INS,e
r,>,INS,s
amparar,>,INS,s
arar,>,INS,es
ar,>,INS,e
mparar,>,INS,e
rar,>,INS,e
mparar,>,INS,es
r,>,INS,es
amparar,>,INS,e
rar,>,INS,s
parar,>,INS,es
<amparar,>,INS,s
rar,>,INS,es
parar,>,INS,s
ar,>,INS,es
arar,>,INS,e
mparar,>,INS,s
arar,>,INS,s
<amparar,>,INS,e
ar,>,INS,s
lar,>,INS,sti
<circular,>,INS,s
ar,>,INS,i
ar,>,INS,ti
r,>,INS,s
r,>,INS,i
lar,>,INS,i
rcular,>,INS,s
ircular,>,INS,s
r,>,INS,sti
ular,>,INS,s
r,>,INS,ti
lar,>,INS,s
ular,>,INS,i
ar,>,INS,sti
circular,>,INS,s
lar,>,INS,ti
cular,>,INS,s
ar,>,INS,s
r,>,INS,n
lar,>,INS,n
ar,>,INS,n
alar,>,INS,n
r,>,INS,esti
iciar,>,INS,sti
r,>,INS,es
r,>,INS,i
iciar,>,INS,es
<aniciar,>,INS,s
iar,>,INS,esti
ciar,>,INS,i
ciar,>,INS,sti
ar,>,INS,e
aniciar,>,INS,s
ar,>,INS,es
ciar,>,INS,s
iar,>,INS,i
<aniciar,>,INS,i
r,>,INS,sti
aniciar,>,INS,e
ar,>,INS,s
ar,>,INS,esti
r,>,INS,e
ar,>,INS,i
r,>,INS,s
<aniciar,>,INS,e
r,>,INS,ti
niciar,>,INS,s
iar,>,INS,s
niciar,>,INS,e
iar,>,INS,sti
aniciar,>,INS,i
niciar,>,INS,i
iciar,>,INS,i
iciar,>,INS,ti
iar,>,INS,e
ar,>,INS,ti
ciar,>,INS,ti
iciar,>,INS,e
iar,>,INS,ti
ciar,>,INS,es
iar,>,INS,es
iciar,>,INS,s
ciar,>,INS,e
ar,>,INS,sti
istianizar,>,INS,e
izar,>,INS,s
cristianizar,>,INS,s
izar,>,INS,ti
izar,>,INS,ce
izar,>,INS,es
ar,>,INS,cesti
r,>,INS,s
r,>,INS,cesti
r,>,INS,i
ianizar,>,INS,e
tianizar,>,INS,s
ar,>,INS,es
ar,>,INS,i
r,>,INS,esti
r,>,INS,c
ar,>,INS,ti
zar,>,INS,ces
ar,>,INS,sti
ar,>,INS,c
nizar,>,INS,i
ar,>,INS,s
r,>,INS,ti
zar,>,INS,sti
izar,>,INS,ces
r,>,INS,ce
zar,>,INS,e
<cristianizar,>,INS,s
zar,>,INS,es
izar,>,INS,i
tianizar,>,INS,e
ar,>,INS,esti
izar,>,INS,e
nizar,>,INS,e
nizar,>,INS,c
ianizar,>,INS,s
zar,>,INS,s
zar,>,INS,cesti
zar,>,INS,i
ar,>,INS,e
anizar,>,INS,e
stianizar,>,INS,e
nizar,>,INS,s
anizar,>,INS,s
zar,>,INS,esti
ar,>,INS,ces
zar,>,INS,c
cristianizar,>,INS,e
ristianizar,>,INS,e
ristianizar,>,INS,s
ar,>,INS,ce
r,>,INS,ces
stianizar,>,INS,s
<cristianizar,>,INS,e
zar,>,INS,ti
r,>,INS,sti
izar,>,INS,sti
zar,>,INS,ce
izar,>,INS,c
r,>,INS,e
istianizar,>,INS,s
r,>,INS,es
ar,>,INS,s
umiar,>,INS,a
iar,>,INS,s
r,>,INS,s
r,>,INS,as
ar,>,INS,as
<fumiar,>,INS,s
r,>,INS,a
iar,>,INS,a
umiar,>,INS,s
ar,>,INS,a
iar,>,INS,as
<fumiar,>,INS,a
fumiar,>,INS,a
miar,>,INS,s
miar,>,INS,a
fumiar,>,INS,s
r,>,INS,e
llorar,>,INS,e
orar,>,INS,en
orar,>,INS,e
rar,>,INS,en
ar,>,INS,e
<llorar,>,INS,e
ar,>,INS,n
lorar,>,INS,n
rar,>,INS,e
orar,>,INS,n
ar,>,INS,en
rar,>,INS,n
lorar,>,INS,e
r,>,INS,en
r,>,INS,n
r,>,INS,e
car,>,INS,e
ar,>,INS,e
micar,>,INS,e
<comicar,>,INS,e
omicar,>,INS,e
comicar,>,INS,e
icar,>,INS,e
<calcar,>,INS,s
car,>,INS,i
car,>,INS,e
ar,>,INS,beis
ar,>,INS,s
alcar,>,INS,i
r,>,INS,i
alcar,>,INS,e
r,>,INS,e
r,>,INS,s
calcar,>,INS,i
<calcar,>,INS,i
calcar,>,INS,s
lcar,>,INS,s
calcar,>,INS,e
car,>,INS,beis
r,>,INS,eis
lcar,>,INS,i
lcar,>,INS,e
car,>,INS,eis
ar,>,INS,eis
alcar,>,INS,s
r,>,INS,beis
<calcar,>,INS,e
car,>,INS,s
ar,>,INS,e
ar,>,INS,i
<eliminar,>,INS,s
nar,>,INS,s
r,>,INS,s
ar,>,INS,s
iminar,>,INS,s
liminar,>,INS,s
inar,>,INS,s
minar,>,INS,s
eliminar,>,INS,s
ar,>,INS,n
nar,>,INS,ndo
ionar,>,INS,n
ar,>,INS,o
onar,>,INS,o
nar,>,INS,o
r,>,INS,n
funcionar,>,INS,o
<funcionar,>,INS,o
cionar,>,INS,n
r,>,INS,do
cionar,>,INS,o
ar,>,INS,do
ionar,>,INS,o
nar,>,INS,do
r,>,INS,o
onar,>,INS,n
r,>,INS,ndo
ncionar,>,INS,o
ar,>,INS,ndo
uncionar,>,INS,o
nar,>,INS,n
azar,>,INS,os
<cazar,>,INS,s
cazar,>,INS,s
ar,>,INS,os
azar,>,INS,mos
r,>,INS,s
cazar,>,INS,mos
zar,>,INS,s
<cazar,>,INS,mos
zar,>,INS,os
r,>,INS,os
r,>,INS,o
zar,>,INS,o
cazar,>,INS,o
<cazar,>,INS,o
ar,>,INS,s
azar,>,INS,o
cazar,>,INS,os
ar,>,INS,mos
ar,>,INS,o
r,>,INS,mos
zar,>,INS,mos
<cazar,>,INS,os
azar,>,INS,s
cansar,>,INS,e
ar,>,INS,íemos
r,>,INS,os
ar,>,INS,emos
sar,>,INS,íemos
ar,>,INS,s
r,>,INS,e
sar,>,INS,e
ar,>,INS,os
cansar,>,INS,o
ansar,>,INS,e
cansar,>,INS,s
ar,>,INS,í
escansar,>,INS,e
nsar,>,INS,o
<descansar,>,INS,e
ar,>,INS,e
descansar,>,INS,e
nsar,>,INS,e
r,>,INS,mos
r,>,INS,í
scansar,>,INS,s
sar,>,INS,s
r,>,INS,o
r,>,INS,íemos
ar,>,INS,o
r,>,INS,s
sar,>,INS,í
ar,>,INS,mos
scansar,>,INS,o
escansar,>,INS,s
<descansar,>,INS,o
sar,>,INS,mos
nsar,>,INS,s
ansar,>,INS,s
sar,>,INS,emos
sar,>,INS,os
descansar,>,INS,o
escansar,>,INS,o
<descansar,>,INS,s
sar,>,INS,o
scansar,>,INS,e
r,>,INS,emos
ansar,>,INS,o
descansar,>,INS,s
par,>,INS,a
ar,>,INS,a
r,>,INS,a
trapar,>,INS,a
atrapar,>,INS,a
<atrapar,>,INS,a
apar,>,INS,a
rapar,>,INS,a
r,>,INS,ba
ar,>,INS,ba
r,>,INS,a
tar,>,INS,a
utar,>,INS,a
ar,>,INS,a
baillar,>,INS,e
r,>,INS,e
<baillar,>,INS,e
llar,>,INS,e
ar,>,INS,e
illar,>,INS,e
aillar,>,INS,e
lar,>,INS,e
facer,>,INS,e
ac,er,INS,i
<fac,e,INS,fi
<fac,er>,INS,fi
c,er,INS,fi
ac,er>,INS,fi
fac,er>,INS,fi
fac,er,INS,i
fac,er,INS,fi
fac,er>,INS,i
c,e,INS,i
ac,e,INS,i
c,e,INS,fi
fac,e,INS,fi
<fac,er,INS,i
c,er,INS,i
ac,e,INS,fi
<facer,>,INS,e
<fac,er>,INS,i
r,>,INS,e
<fac,e,INS,i
<fac,er,INS,fi
c,er>,INS,fi
c,er>,INS,i
er,>,INS,e
acer,>,INS,e
fac,e,INS,i
ac,er>,INS,i
ac,er,INS,fi
cer,>,INS,e
inar,>,INS,en
r,>,INS,e
nar,>,INS,e
nar,>,INS,en
rinar,>,INS,e
ar,>,INS,e
ar,>,INS,n
orinar,>,INS,e
ar,>,INS,en
<orinar,>,INS,e
nar,>,INS,n
r,>,INS,en
r,>,INS,n
inar,>,INS,e
inar,>,INS,n
ar,>,INS,on
r,>,INS,on
igar,>,INS,o
gar,>,INS,o
r,>,INS,o
gar,>,INS,n
ar,>,INS,n
ar,>,INS,o
gar,>,INS,on
r,>,INS,n
igar,>,INS,n
esplorar,>,INS,e
plorar,>,INS,e
r,>,INS,mos
ar,>,INS,ábemos
r,>,INS,e
orar,>,INS,os
ar,>,INS,o
plorar,>,INS,s
plorar,>,INS,o
ar,>,INS,e
esplorar,>,INS,os
ar,>,INS,os
orar,>,INS,á
splorar,>,INS,s
splorar,>,INS,o
splorar,>,INS,e
orar,>,INS,s
<esplorar,>,INS,o
ar,>,INS,mos
rar,>,INS,mos
lorar,>,INS,á
lorar,>,INS,e
orar,>,INS,mos
<esplorar,>,INS,os
lorar,>,INS,emos
orar,>,INS,o
rar,>,INS,emos
orar,>,INS,e
r,>,INS,á
orar,>,INS,emos
plorar,>,INS,os
ar,>,INS,emos
lorar,>,INS,o
esplorar,>,INS,o
ar,>,INS,á
<esplorar,>,INS,e
r,>,INS,emos
r,>,INS,ábemos
rar,>,INS,á
splorar,>,INS,os
ar,>,INS,s
rar,>,INS,s
rar,>,INS,os
rar,>,INS,e
r,>,INS,s
r,>,INS,os
lorar,>,INS,os
rar,>,INS,o
lorar,>,INS,s
esplorar,>,INS,s
r,>,INS,o
lorar,>,INS,mos
rar,>,INS,ábemos
<esplorar,>,INS,s
uñar,>,INS,e
r,>,INS,e
r,>,INS,n
uñar,>,INS,en
ar,>,INS,n
ar,>,INS,en
r,>,INS,en
ñar,>,INS,en
ruñar,>,INS,e
ar,>,INS,e
truñar,>,INS,e
ñar,>,INS,n
uñar,>,INS,n
ñar,>,INS,e
<truñar,>,INS,e
tar,>,INS,e
ntar,>,INS,e
tar,>,INS,s
antar,>,INS,s
ar,>,INS,bes
ar,>,INS,es
ar,>,INS,e
antar,>,INS,es
<xantar,>,INS,s
r,>,INS,es
xantar,>,INS,s
<xantar,>,INS,e
ar,>,INS,s
antar,>,INS,e
r,>,INS,e
ntar,>,INS,es
tar,>,INS,bes
tar,>,INS,es
r,>,INS,bes
r,>,INS,s
xantar,>,INS,e
ntar,>,INS,s
r,>,INS,n
ñar,>,INS,n
ar,>,INS,n
añar,>,INS,n
r,>,INS,áu
ionar,>,INS,á
r,>,INS,á
ar,>,INS,áu
cionar,>,INS,á
onar,>,INS,á
nar,>,INS,áu
nar,>,INS,á
ar,>,INS,á
dar,>,INS,n
ar,>,INS,án
r,>,INS,á
ar,>,INS,n
r,>,INS,án
r,>,INS,n
udar,>,INS,á
ar,>,INS,á
udar,>,INS,n
dar,>,INS,á
verar,>,INS,e
r,>,INS,e
<averar,>,INS,e
rar,>,INS,en
ar,>,INS,e
ar,>,INS,n
rar,>,INS,e
ar,>,INS,en
rar,>,INS,n
r,>,INS,en
<averar,>,INS,n
r,>,INS,n
verar,>,INS,n
averar,>,INS,n
erar,>,INS,e
erar,>,INS,n
averar,>,INS,e
erar,>,INS,en
ar,>,INS,s
sar,>,INS,s
r,>,INS,s
ar,>,INS,á
r,>,INS,á
usar,>,INS,s
usar,>,INS,á
r,>,INS,ás
ar,>,INS,ás
sar,>,INS,á
sar,>,INS,ás
ausar,>,INS,s
<causar,>,INS,s
causar,>,INS,s
onrir,>,INS,i
ir,>,INS,i
ir,>,INS,íi
<sonrir,>,INS,i
sonrir,>,INS,i
nrir,>,INS,i
rir,>,INS,i
rir,>,INS,í
r,>,INS,íi
ir,>,INS,í
r,>,INS,i
r,>,INS,í
brincar,>,INS,e
car,>,INS,os
ar,>,INS,o
rincar,>,INS,s
ar,>,INS,mos
<brincar,>,INS,e
incar,>,INS,á
incar,>,INS,emos
rincar,>,INS,o
ncar,>,INS,os
r,>,INS,emos
r,>,INS,os
ncar,>,INS,s
brincar,>,INS,s
incar,>,INS,os
car,>,INS,e
ncar,>,INS,mos
brincar,>,INS,o
ncar,>,INS,o
r,>,INS,s
incar,>,INS,e
ar,>,INS,áremos
rincar,>,INS,e
incar,>,INS,mos
ar,>,INS,e
<brincar,>,INS,o
r,>,INS,á
ar,>,INS,emos
r,>,INS,o
ar,>,INS,os
ncar,>,INS,emos
r,>,INS,mos
car,>,INS,remos
ar,>,INS,s
car,>,INS,s
car,>,INS,áremos
car,>,INS,á
ncar,>,INS,e
ar,>,INS,á
r,>,INS,e
r,>,INS,remos
car,>,INS,mos
r,>,INS,áremos
car,>,INS,o
ar,>,INS,remos
incar,>,INS,s
ncar,>,INS,á
car,>,INS,emos
<brincar,>,INS,s
incar,>,INS,o
<xintar,>,INS,i
r,>,INS,éis
<xintar,>,INS,s
ntar,>,INS,éi
ar,>,INS,éis
tar,>,INS,éi
ar,>,INS,s
xintar,>,INS,i
ar,>,INS,é
ntar,>,INS,i
r,>,INS,s
tar,>,INS,i
r,>,INS,i
intar,>,INS,s
r,>,INS,éi
tar,>,INS,éis
ar,>,INS,éi
ntar,>,INS,s
intar,>,INS,i
tar,>,INS,s
tar,>,INS,é
ntar,>,INS,é
ar,>,INS,i
r,>,INS,é
ntar,>,INS,éis
xintar,>,INS,s
ar,>,INS,ábamos
r,>,INS,bamos
utar,>,INS,a
tar,>,INS,ábamos
ar,>,INS,a
cutar,>,INS,s
ar,>,INS,mos
ar,>,INS,s
utar,>,INS,ba
tar,>,INS,á
utar,>,INS,amos
<acutar,>,INS,á
<acutar,>,INS,s
utar,>,INS,mos
tar,>,INS,amos
ar,>,INS,á
r,>,INS,ábamos
r,>,INS,s
utar,>,INS,o
tar,>,INS,os
utar,>,INS,s
utar,>,INS,á
r,>,INS,o
r,>,INS,amos
r,>,INS,mos
tar,>,INS,bamos
<acutar,>,INS,a
r,>,INS,ba
tar,>,INS,a
acutar,>,INS,a
acutar,>,INS,s
acutar,>,INS,á
tar,>,INS,mos
r,>,INS,á
utar,>,INS,os
cutar,>,INS,á
tar,>,INS,s
tar,>,INS,o
ar,>,INS,bamos
ar,>,INS,os
r,>,INS,a
tar,>,INS,ba
r,>,INS,os
cutar,>,INS,a
ar,>,INS,o
ar,>,INS,amos
ar,>,INS,ba
r,>,INS,o
zar,>,INS,o
ar,>,INS,áramos
ar,>,INS,o
azar,>,INS,s
cazar,>,INS,s
r,>,INS,mos
zar,>,INS,mos
<cazar,>,INS,o
cazar,>,INS,a
<cazar,>,INS,s
<cazar,>,INS,os
r,>,INS,s
zar,>,INS,s
cazar,>,INS,mos
ar,>,INS,á
ar,>,INS,a
<cazar,>,INS,mos
azar,>,INS,os
r,>,INS,os
zar,>,INS,os
r,>,INS,á
zar,>,INS,á
ar,>,INS,ramos
r,>,INS,ramos
zar,>,INS,ramos
cazar,>,INS,os
azar,>,INS,á
cazar,>,INS,o
ar,>,INS,s
azar,>,INS,o
azar,>,INS,a
ar,>,INS,os
<cazar,>,INS,a
r,>,INS,a
zar,>,INS,a
r,>,INS,áramos
zar,>,INS,áramos
ar,>,INS,mos
ar,>,INS,amos
azar,>,INS,mos
r,>,INS,amos
zar,>,INS,amos
icar,>,INS,ues
ar,>,INS,ues
r,>,INS,que
icar,>,INS,que
ricar,>,INS,s
icar,>,INS,ue
ar,>,INS,s
ar,>,INS,es
r,>,INS,s
<arricar,>,INS,s
arricar,>,INS,e
ar,>,INS,ques
r,>,INS,ue
car,>,INS,ues
car,>,INS,s
car,>,INS,ques
car,>,INS,es
car,>,INS,e
r,>,INS,e
r,>,INS,ques
r,>,INS,ues
ar,>,INS,e
ar,>,INS,ue
car,>,INS,ue
ar,>,INS,que
rricar,>,INS,e
icar,>,INS,s
rricar,>,INS,s
icar,>,INS,es
ricar,>,INS,e
arricar,>,INS,s
<arricar,>,INS,e
icar,>,INS,e
icar,>,INS,ques
r,>,INS,es
car,>,INS,que
<esclucar,>,INS,e
clucar,>,INS,e
sclucar,>,INS,e
sclucar,>,INS,i
r,>,INS,eis
ar,>,INS,i
<esclucar,>,INS,i
esclucar,>,INS,e
car,>,INS,e
lucar,>,INS,s
r,>,INS,beis
r,>,INS,i
r,>,INS,s
car,>,INS,s
car,>,INS,i
esclucar,>,INS,s
ar,>,INS,eis
car,>,INS,beis
ucar,>,INS,i
ucar,>,INS,e
clucar,>,INS,s
ucar,>,INS,s
lucar,>,INS,i
ar,>,INS,beis
ar,>,INS,e
<esclucar,>,INS,s
r,>,INS,e
ucar,>,INS,eis
ar,>,INS,s
lucar,>,INS,e
clucar,>,INS,i
car,>,INS,eis
lucar,>,INS,eis
esclucar,>,INS,i
sclucar,>,INS,s
ntar,>,INS,íen
plantar,>,INS,e
ar,>,INS,íen
tar,>,INS,í
ntar,>,INS,n
ar,>,INS,en
ntar,>,INS,e
r,>,INS,e
ar,>,INS,n
r,>,INS,íen
tar,>,INS,e
antar,>,INS,en
antar,>,INS,e
ntar,>,INS,í
antar,>,INS,í
ar,>,INS,í
tar,>,INS,íen
r,>,INS,n
ntar,>,INS,en
r,>,INS,en
tar,>,INS,en
tar,>,INS,n
r,>,INS,í
<plantar,>,INS,e
ar,>,INS,e
antar,>,INS,n
lantar,>,INS,n
lantar,>,INS,e
har,>,INS,é
r,>,INS,s
r,>,INS,i
<echar,>,INS,s
echar,>,INS,s
r,>,INS,éis
r,>,INS,é
echar,>,INS,i
har,>,INS,s
char,>,INS,é
har,>,INS,i
ar,>,INS,s
r,>,INS,éi
char,>,INS,s
<echar,>,INS,i
ar,>,INS,éi
ar,>,INS,éis
ar,>,INS,é
char,>,INS,i
ar,>,INS,i
lar,>,INS,ai
ar,>,INS,ai
lar,>,INS,ía
ar,>,INS,s
inflar,>,INS,a
r,>,INS,i
ar,>,INS,ais
lar,>,INS,a
nflar,>,INS,a
lar,>,INS,í
inflar,>,INS,i
<inflar,>,INS,a
r,>,INS,s
flar,>,INS,a
<inflar,>,INS,i
flar,>,INS,í
r,>,INS,ía
r,>,INS,í
r,>,INS,ais
flar,>,INS,s
r,>,INS,a
ar,>,INS,ía
nflar,>,INS,s
lar,>,INS,s
flar,>,INS,i
inflar,>,INS,s
ar,>,INS,a
lar,>,INS,ais
ar,>,INS,íais
ar,>,INS,í
lar,>,INS,íais
r,>,INS,íais
nflar,>,INS,i
lar,>,INS,i
<inflar,>,INS,s
ar,>,INS,i
r,>,INS,ai
nseñar,>,INS,e
r,>,INS,e
ñar,>,INS,e
ar,>,INS,s
<enseñar,>,INS,s
r,>,INS,s
ar,>,INS,es
nseñar,>,INS,s
enseñar,>,INS,s
ar,>,INS,e
<enseñar,>,INS,e
señar,>,INS,e
enseñar,>,INS,e
señar,>,INS,s
r,>,INS,es
eñar,>,INS,es
eñar,>,INS,e
eñar,>,INS,s
ñar,>,INS,es
ñar,>,INS,s
lar,>,INS,e
esnalar,>,INS,mos
esnalar,>,INS,os
lar,>,INS,s
r,>,INS,s
r,>,INS,os
snalar,>,INS,e
r,>,INS,emos
<esnalar,>,INS,e
alar,>,INS,o
ar,>,INS,o
lar,>,INS,emos
snalar,>,INS,os
ar,>,INS,mos
alar,>,INS,s
alar,>,INS,mos
lar,>,INS,o
nalar,>,INS,os
nalar,>,INS,e
alar,>,INS,emos
ar,>,INS,s
nalar,>,INS,s
ar,>,INS,emos
<esnalar,>,INS,os
nalar,>,INS,o
lar,>,INS,mos
esnalar,>,INS,e
snalar,>,INS,s
r,>,INS,e
snalar,>,INS,o
snalar,>,INS,mos
alar,>,INS,os
alar,>,INS,e
ar,>,INS,e
<esnalar,>,INS,o
r,>,INS,mos
<esnalar,>,INS,mos
esnalar,>,INS,s
esnalar,>,INS,o
r,>,INS,o
<esnalar,>,INS,s
ar,>,INS,os
nalar,>,INS,mos
lar,>,INS,os
cavilar,>,INS,s
r,>,INS,i
r,>,INS,s
ar,>,INS,sti
lar,>,INS,es
r,>,INS,sti
ar,>,INS,e
<cavilar,>,INS,e
lar,>,INS,stis
avilar,>,INS,s
lar,>,INS,tis
ilar,>,INS,s
vilar,>,INS,s
ar,>,INS,i
ar,>,INS,es
<cavilar,>,INS,s
ilar,>,INS,es
ilar,>,INS,i
r,>,INS,stis
lar,>,INS,sti
ar,>,INS,ti
lar,>,INS,ti
lar,>,INS,i
r,>,INS,e
r,>,INS,ti
r,>,INS,esti
vilar,>,INS,e
avilar,>,INS,e
lar,>,INS,estis
ilar,>,INS,e
r,>,INS,estis
r,>,INS,tis
ar,>,INS,stis
r,>,INS,es
ar,>,INS,s
lar,>,INS,esti
ar,>,INS,estis
cavilar,>,INS,e
ar,>,INS,tis
ar,>,INS,esti
lar,>,INS,e
lar,>,INS,s
sar,>,INS,e
osar,>,INS,s
ar,>,INS,s
r,>,INS,eis
posar,>,INS,e
r,>,INS,i
posar,>,INS,i
r,>,INS,e
<reposar,>,INS,s
sar,>,INS,eis
r,>,INS,s
reposar,>,INS,i
ar,>,INS,e
<reposar,>,INS,e
eposar,>,INS,e
sar,>,INS,s
eposar,>,INS,s
osar,>,INS,e
osar,>,INS,i
ar,>,INS,eis
posar,>,INS,s
<reposar,>,INS,i
reposar,>,INS,e
ar,>,INS,i
sar,>,INS,i
eposar,>,INS,i
reposar,>,INS,s
irar,>,INS,í
rar,>,INS,í
ar,>,INS,íen
respirar,>,INS,e
r,>,INS,e
ar,>,INS,n
r,>,INS,íen
spirar,>,INS,í
rar,>,INS,n
irar,>,INS,n
spirar,>,INS,en
pirar,>,INS,en
spirar,>,INS,e
spirar,>,INS,n
irar,>,INS,en
rar,>,INS,en
ar,>,INS,e
pirar,>,INS,e
rar,>,INS,e
irar,>,INS,e
ar,>,INS,en
rar,>,INS,íen
<respirar,>,INS,e
pirar,>,INS,í
ar,>,INS,í
r,>,INS,n
r,>,INS,en
r,>,INS,í
espirar,>,INS,e
pirar,>,INS,n
atragantar,>,INS,e
tragantar,>,INS,e
gantar,>,INS,e
agantar,>,INS,e
ar,>,INS,e
tar,>,INS,e
antar,>,INS,e
<atragantar,>,INS,e
ntar,>,INS,e
r,>,INS,e
ragantar,>,INS,e
arrar,>,INS,i
rrar,>,INS,i
ar,>,INS,i
rar,>,INS,é
r,>,INS,éis
rrar,>,INS,é
ar,>,INS,s
r,>,INS,i
