Left;Right;Operation;Object;MorphFeatures;Weight
adā;>;DEL;z;ADJ,SG,IN+ABL;4.35494e-05
likkõ;>;INS;m;V,ACT,FIN,IND,POS,PRS,PL,1;4.35073e-05
<li;kõ>;DEL;k;V,ACT,FIN,IND,POS,PST,PL,2;4.34652e-05
ill;>;DEL;a;ADJ,PL,IN+ALL;4.34232e-05
p;a>;DEL;ānd;V,ACT,FIN,LGSPEC1,POS,PRS,SG,3;4.33812e-05
ōntõz;>;INS;s;N,SG,IN+ESS;4.33393e-05
īțsõn;>;DEL;ā;N,SG,PRT;4.32973e-05
lēḑ;>;INS;õdõks;ADJ,PL,INS;4.32555e-05
emā;>;INS;mõ;N,SG,IN+ALL;4.32136e-05
võțīm;>;INS;õd;N,PL,NOM;4.31719e-05
ugust;>;INS;õdõn;N,PL,DAT;4.31301e-05
tõmläpš;>;INS;apsõn;N,SG,DAT;4.30884e-05
pȯis;>;INS;õst;N,SG,IN+ABL;4.30467e-05
äm;>;INS;mõ;N,SG,PRT;4.30051e-05
ūļ;>;INS;ldõ;N,SG,PRT;4.29635e-05
nesīv;>;INS;õst;N,SG,IN+ABL,LGSPEC6;4.2922e-05
kū;>;INS;dõ;N,SG,PRT;4.28805e-05
stõnz;>;INS;dõks;ADJ,SG,INS;4.2839e-05
istõn;>;DEL;z;ADJ,PL,IN+ESS;4.27976e-05
mōmīe;>;DEL;z;N,SG,IN+ABL;4.27562e-05
datīv;>;INS;õ;N,SG,IN+ALL;4.27148e-05
ūlõ;>;INS;t;V,ACT,FIN,IND,NEG,PRS,PL,3;4.26735e-05
ǟva;>;INS;äuvḑi;N,PL,PRT;4.26323e-05
anvār;>;INS;õks;N,SG,INS;4.2591e-05
titīv;>;INS;õdõn;N,PL,DAT;4.25499e-05
kūdtuoistõn;>;DEL;z;ADJ,SG,INS;4.25087e-05
da;>;INS;uļ;V,ACT,FIN,IND,POS,PST,SG,3;4.24676e-05
mõ;>;DEL;z;ADJ,PL,IN+ESS;4.24265e-05
dõ;>;INS;ž;V,ACT,FIN,IND,POS,PST,SG,1;4.23855e-05
nda;>;INS;nkstõ;V,ACT,FIN,COND,NEG,PRS,PL,3;4.23445e-05
ški;>;INS;žiz;N,PL,IN+ALL;4.23036e-05
od;>;INS;īst;N,PL,IN+ABL;4.22627e-05
vār;>;INS;st;N,SG,IN+ABL,LGSPEC6;4.22218e-05
līd;>;DEL;õ;V,ACT,FIN,IND,NEG,FUT,PRF,SG,3;4.2181e-05
tuoistõnz;>;INS;dis;ADJ,PL,IN+ESS;4.21402e-05
<kōdõkssadā;>;DEL;z;ADJ,SG,DAT;4.20994e-05
pānda;>;INS;nnõd;V,ACT,FIN,IND,POS,FUT,PRF,PL,2,LGSPEC5;4.20587e-05
anai;>;INS;žist;N,PL,IN+ABL;4.2018e-05
tīng;>;INS;st;N,SG,IN+ABL,LGSPEC6;4.19774e-05
ūļ;>;INS;ld;N,PL,NOM;4.19368e-05
da;>;INS;nmõst;V,ACT,FIN,DEB,POS,PRS,SG,1;4.18963e-05
šõ;>;INS;st;ADJ,SG,IN+ABL;4.18557e-05
sõn;>;DEL;ā;N,SG,IN+ALL;4.18153e-05
veļ;>;INS;štõ;N,SG,IN+ABL;4.17748e-05
<n;>;DEL;ǟdõ;V,ACT,FIN,QUOT,POS,PRS,SG,2;4.17344e-05
<;lda>;DEL;tū;V,ACT,FIN,IND,NEG,FUT,PRF,PL,3;4.16941e-05
tembõr;>;INS;s;N,SG,IN+ESS;4.16538e-05
lēḑ;>;INS;ist;ADJ,PL,IN+ABL;4.16135e-05
<;lda>;DEL;tū;V,ACT,FIN,IND,NEG,FUT,PRF,PL,1,LGSPEC5;4.15732e-05
e;lõ>;DEL;l;V,ACT,FIN,DEB,POS,PRS,PL,2;4.1533e-05
outõmläpš;>;INS;apsõks;N,SG,INS;4.14929e-05
ez;>;INS;d;N,PL,NOM;4.14528e-05
aš;>;INS;šõ;N,SG,IN+ALL;4.14127e-05
<t;>;DEL;ūlda;V,ACT,FIN,COND,POS,PRS,PL,3;4.13726e-05
siḑīmsõnā;>;INS;d;N,PL,GEN;4.13326e-05
<pānda;>;INS;nmõ;V,LGSPEC3;4.12926e-05
õmläpš;>;INS;apsõn;N,SG,DAT;4.12527e-05
<l;dõ>;DEL;ǟ;V,ACT,FIN,LGSPEC1,NEG,PRS,PL,2;4.12128e-05
ikkõ;>;INS;m;V,ACT,FIN,IND,POS,PRS,PL,1;4.1173e-05
li;kõ>;DEL;k;V,ACT,FIN,IND,POS,PST,PL,2;4.11331e-05
lī;>;DEL;dõ;V,ACT,FIN,COND,POS,PRS,SG,2;4.10934e-05
ūdtuoistõn;>;DEL;z;ADJ,SG,INS;4.10536e-05
țsõn;>;DEL;ā;N,SG,PRT;4.10139e-05
ntõz;>;INS;s;N,SG,IN+ESS;4.09743e-05
nǟdõ;>;INS;ks;V,ACT,FIN,COND,POS,PRS,SG,1;4.09347e-05
õz;>;INS;ndst;ADJ,SG,IN+ABL,LGSPEC6;4.08951e-05
ki;>;INS;žiz;N,PL,IN+ALL;4.08555e-05
ȯis;>;INS;õst;N,SG,IN+ABL;4.0816e-05
līdõ;>;INS;žt;V,ACT,FIN,IND,POS,PST,SG,2;4.07765e-05
esīv;>;INS;õst;N,SG,IN+ABL,LGSPEC6;4.07371e-05
ld;>;DEL;a;V,ACT,FIN,IND,NEG,FUT,PRF,PL,3,LGSPEC5;4.06977e-05
ōmīe;>;DEL;z;N,SG,IN+ABL;4.06584e-05
ūmsõ;>;DEL;nā;N,PL,IN+ABL;4.0619e-05
tū;>;DEL;ļ;N,SG,DAT;4.05798e-05
da;>;INS;nkstõ;V,ACT,FIN,COND,NEG,PRS,PL,3;4.05405e-05
mā;>;INS;mõ;N,SG,IN+ALL;4.05013e-05
p;>;DEL;ȯis;N,PL,DAT;4.04622e-05
stõn;>;DEL;z;ADJ,PL,IN+ESS;4.0423e-05
<jem;>;DEL;ā;N,SG,PRT;4.03839e-05
nvār;>;INS;õks;N,SG,INS;4.03449e-05
olmtuoistõnz;>;INS;dis;ADJ,PL,IN+ESS;4.03059e-05
nūoŗ;>;INS;rd;ADJ,PL,NOM;4.02669e-05
õțīm;>;INS;õd;N,PL,NOM;4.0228e-05
je;lõ>;DEL;l;V,LGSPEC4;4.01891e-05
m;>;INS;mõ;N,SG,PRT;4.01502e-05
itīv;>;INS;õdõn;N,PL,DAT;4.01114e-05
anai;>;INS;zõst;N,SG,IN+ABL;4.00726e-05
ēḑ;>;INS;õdõks;ADJ,PL,INS;4.00338e-05
<alīztas;>;INS;sõdõn;N,PL,DAT;3.99951e-05
nūoŗmīez;>;INS;d;N,PL,GEN;3.99564e-05
n;>;DEL;ǟdõ;V,ACT,FIN,QUOT,POS,PRS,SG,2;3.99178e-05
dsadā;>;DEL;z;ADJ,SG,GEN;3.98792e-05
<;>;DEL;vȱlda;V,ACT,FIN,IND,NEG,PST,PL,1;3.98406e-05
īdõ;>;INS;b;V,ACT,FIN,IND,POS,PRS,SG,3;3.98021e-05
lōg;>;INS;iž;N,PL,IN+ALL;3.97636e-05
ḑīmsõnā;>;INS;d;N,PL,GEN;3.97252e-05
mläpš;>;INS;apsõn;N,SG,DAT;3.96868e-05
utõmläpš;>;INS;apsõks;N,SG,INS;3.96484e-05
t;>;DEL;ūlda;V,ACT,FIN,COND,POS,PRS,PL,3;3.961e-05
a;>;INS;õ;V,ACT,FIN,IND,NEG,PST,PL,3;3.95717e-05
a;s>;INS;ssõk;N,SG,INS;3.95335e-05
ānda;>;INS;nnõd;V,ACT,FIN,IND,POS,FUT,PRF,PL,2,LGSPEC5;3.94952e-05
februār;>;INS;s;N,SG,IN+ESS;3.9457e-05
a;>;INS;uļ;V,ACT,FIN,IND,POS,PST,SG,3;3.94189e-05
õ;>;DEL;z;ADJ,PL,IN+ESS;3.93808e-05
<lǟdõ;>;INS;d;V,ACT,FIN,LGSPEC1,NEG,PRS,PL,3;3.93427e-05
õ;>;INS;ž;V,ACT,FIN,IND,POS,PST,SG,1;3.93046e-05
ār;>;INS;st;N,SG,IN+ABL,LGSPEC6;3.92666e-05
ll;>;DEL;a;ADJ,PL,IN+ALL;3.92287e-05
lõ;>;INS;t;V,ACT,FIN,IND,NEG,PRS,PL,3;3.91907e-05
ōg;>;INS;iž;N,PL,IN+ALL;3.91528e-05
sei;ssadāz>;INS;sõ;ADJ,SG,IN+ESS,LGSPEC6;3.9115e-05
ļ;>;INS;õ;N,SG,IN+ALL;3.90771e-05
š;>;INS;šõ;N,SG,IN+ALL;3.90394e-05
t;>;DEL;ūlda;V,ACT,FIN,DEB,POS,PRS,PL,3;3.90016e-05
l;dõ>;DEL;ǟ;V,ACT,FIN,LGSPEC1,NEG,PRS,PL,2;3.89639e-05
dtuoistõn;>;DEL;z;ADJ,SG,INS;3.89262e-05
pānda;>;INS;nmõ;V,LGSPEC3;3.88886e-05
ōdõkssadā;>;DEL;z;ADJ,SG,DAT;3.8851e-05
ļ;>;INS;ldõ;N,SG,PRT;3.88134e-05
d;>;INS;īst;N,PL,IN+ABL;3.87759e-05
l;dõ>;DEL;ǟ;V,ACT,FIN,QUOT,POS,PRS,PL,2;3.87384e-05
līd;>;DEL;õ;V,ACT,FIN,IND,POS,PRS,SG,2;3.87009e-05
ēḑ;>;INS;ist;ADJ,PL,IN+ABL;3.86635e-05
va;>;INS;äuvḑi;N,PL,PRT;3.86261e-05
a;>;INS;nmõst;V,ACT,FIN,DEB,POS,PRS,SG,1;3.85887e-05
dõ;>;INS;b;V,ACT,FIN,IND,POS,PRS,SG,3;3.85514e-05
īd;>;DEL;õ;V,ACT,FIN,IND,NEG,FUT,PRF,SG,3;3.85141e-05
õ;>;INS;st;ADJ,SG,IN+ABL;3.84769e-05
a;>;INS;n;ADJ,SG,DAT;3.84397e-05
a;>;INS;nmõ;V,ACT,FIN,IND,NEG,PST,PL,1;3.84025e-05
ust;>;INS;õdõn;N,PL,DAT;3.83654e-05
kež;>;INS;äddõn;N,SG,DAT;3.83283e-05
ȯi;s>;INS;sõk;N,SG,INS;3.82912e-05
kkõ;>;INS;m;V,ACT,FIN,IND,POS,PRS,PL,1;3.82542e-05
vȯl;>;INS;lidi;N,PL,PRT;3.82172e-05
artitīv;>;INS;õd;N,PL,GEN;3.81802e-05
i;kõ>;DEL;k;V,ACT,FIN,IND,POS,PST,PL,2;3.81433e-05
ū;>;DEL;ļ;N,SG,DAT;3.81064e-05
lǟdõ;>;INS;d;V,ACT,FIN,LGSPEC1,NEG,PRS,PL,3;3.80696e-05
ūoŗmīez;>;INS;d;N,PL,GEN;3.80328e-05
rištīng;>;INS;õ;N,SG,IN+ALL;3.7996e-05
mīez;>;INS;dõn;N,PL,DAT;3.79592e-05
tõz;>;INS;s;N,SG,IN+ESS;3.79225e-05
pǟva;>;INS;äuvži;N,PL,IN+ALL;3.78859e-05
mōm;>;DEL;īez;N,PL,IN+ABL;3.78492e-05
jel;>;DEL;lõ;V,ACT,FIN,IMP,PRS,POS,SG,2;3.78126e-05
piņ;>;INS;štõ;N,SG,IN+ABL;3.77761e-05
pǟva;>;INS;äuvõ;N,SG,PRT;3.77395e-05
alīztas;>;INS;sõdõn;N,PL,DAT;3.7703e-05
adāz;>;INS;nd;ADJ,SG,GEN;3.76666e-05
is;>;INS;õst;N,SG,IN+ABL;3.76302e-05
kī;>;DEL;ņtš;N,PL,DAT;3.75938e-05
ǟdõ;>;INS;ks;V,ACT,FIN,COND,POS,PRS,SG,1;3.75574e-05
jem;>;DEL;ā;N,SG,PRT;3.75211e-05
ī;>;DEL;dõ;V,ACT,FIN,COND,POS,PRS,SG,2;3.74848e-05
õ;>;DEL;z;ADJ,SG,IN+ESS;3.74486e-05
nūo;>;DEL;ŗ;ADJ,SG,GEN;3.74124e-05
analīz;>;INS;õn;N,SG,DAT;3.73762e-05
i;>;INS;zõ;ADJ,SG,IN+ALL;3.734e-05
p;>;DEL;ǟva;N,SG,IN+ALL;3.73039e-05
õ;>;INS;nd;V,ACT,FIN,IND,POS,FUT,PRF,PL,3;3.72678e-05
tõn;>;DEL;z;ADJ,PL,IN+ESS;3.72318e-05
õnz;>;INS;dõks;ADJ,SG,INS;3.71958e-05
mīe;>;DEL;z;N,SG,IN+ABL;3.71598e-05
ūoŗ;>;INS;rd;ADJ,PL,NOM;3.71239e-05
tīv;>;INS;õ;N,SG,IN+ALL;3.7088e-05
tū;lda>;INS;u;V,ACT,FIN,IND,POS,PRS,PL,3;3.70521e-05
a;>;INS;idi;N,PL,PRT;3.70163e-05
ā;>;INS;st;N,SG,IN+ABL;3.69805e-05
utõmläpš;>;INS;apstkõks;N,PL,INS;3.69448e-05
ḑ;>;INS;õdõks;ADJ,PL,INS;3.6909e-05
<mǟdlõ;>;INS;t;V,ACT,FIN,IND,NEG,PST,PL,2;3.68733e-05
g;>;INS;õ;N,SG,IN+ALL;3.68377e-05
īdõ;>;INS;žt;V,ACT,FIN,IND,POS,PST,SG,2;3.68021e-05
vār;>;INS;õks;N,SG,INS;3.67665e-05
țīm;>;INS;õd;N,PL,NOM;3.67309e-05
nai;>;INS;zõst;N,SG,IN+ABL;3.66954e-05
tīv;>;INS;õdõn;N,PL,DAT;3.66599e-05
e;lõ>;DEL;l;V,LGSPEC4;3.66245e-05
ebruār;>;INS;s;N,SG,IN+ESS;3.6589e-05
tõmläpš;>;INS;apsõks;N,SG,INS;3.65537e-05
<l;õ>;DEL;ǟd;V,ACT,FIN,LGSPEC1,POS,PRS,PL,2;3.65183e-05
mbõr;>;INS;s;N,SG,IN+ESS;3.6483e-05
knaš;>;INS;šõn;ADJ,SG,DAT;3.64477e-05
āigast;>;INS;õ;N,SG,PRT;3.64125e-05
ḑ;>;INS;ist;ADJ,PL,IN+ABL;3.63773e-05
nǟ;õ>;DEL;d;V,ACT,FIN,LGSPEC1,NEG,PRS,SG,3;3.63421e-05
ai;>;INS;žist;N,PL,IN+ABL;3.63069e-05
ež;>;INS;äddõn;N,SG,DAT;3.62718e-05
eismõztuoistõnz;>;INS;dõd;ADJ,PL,NOM;3.62368e-05
ei;ssadāz>;INS;sõ;ADJ,SG,IN+ESS,LGSPEC6;3.62017e-05
dõkssadā;>;DEL;z;ADJ,SG,DAT;3.61667e-05
ānda;>;INS;nmõ;V,LGSPEC3;3.61317e-05
tūld;>;DEL;a;V,ACT,FIN,QUOT,POS,PRS,PL,2;3.60968e-05
ḑ;>;INS;šõ;N,SG,IN+ESS;3.60619e-05
s;>;DEL;īlma;N,PL,PRT;3.6027e-05
tūlda;>;INS;õ;V,ACT,FIN,IND,NEG,PST,PL,2;3.59922e-05
rtitīv;>;INS;õd;N,PL,GEN;3.59574e-05
ǟva;>;INS;dõks;N,PL,INS;3.59226e-05
l;>;DEL;a;ADJ,PL,IN+ALL;3.58879e-05
ū;lda>;INS;u;V,ACT,FIN,IND,POS,PRS,PL,3;3.58532e-05
rtitīv;>;INS;iž;N,PL,IN+ALL;3.58185e-05
ā;>;INS;mõ;N,SG,IN+ALL;3.57838e-05
r;>;INS;st;N,SG,IN+ABL,LGSPEC6;3.57492e-05
õ;>;INS;t;V,ACT,FIN,IND,NEG,PRS,PL,3;3.57147e-05
s;>;INS;õst;N,SG,IN+ABL;3.56801e-05
vȱntsa;>;INS;dõn;N,PL,DAT;3.56456e-05
oŗmīez;>;INS;d;N,PL,GEN;3.56112e-05
ī;>;DEL;ņtš;N,PL,DAT;3.55767e-05
i;s>;INS;sõk;N,SG,INS;3.55423e-05
eļ;>;INS;štõ;N,SG,IN+ABL;3.5508e-05
st;>;INS;õdõn;N,PL,DAT;3.54736e-05
<s;>;DEL;īlma;N,PL,PRT;3.54393e-05
līztas;>;INS;sõdõn;N,PL,DAT;3.5405e-05
detsembõr;>;INS;i;N,PL,PRT;3.53708e-05
<analīz;>;INS;õd;N,PL,GEN;3.53366e-05
pānda;>;INS;ņņi;V,ACT,FIN,QUOT,POS,PRS,SG,3;3.53024e-05
ssadāz;>;INS;nds;ADJ,SG,IN+ESS,LGSPEC6;3.52683e-05
a;>;INS;äuvḑi;N,PL,PRT;3.52342e-05
õ;>;INS;b;V,ACT,FIN,IND,POS,PRS,SG,3;3.52001e-05
mīe;>;DEL;z;N,PL,DAT;3.51661e-05
alāmīe;>;DEL;z;N,SG,IN+ESS;3.51321e-05
ištīng;>;INS;õ;N,SG,IN+ALL;3.50981e-05
ž;>;INS;äddõn;N,SG,DAT;3.50642e-05
īd;>;DEL;õ;V,ACT,FIN,IND,POS,PRS,SG,2;3.50303e-05
seis;sadāz>;INS;ist;ADJ,PL,IN+ABL;3.49964e-05
<ti;nt>;INS;ī;N,PL,INS;3.49625e-05
tõmläpš;>;INS;apstkõks;N,PL,INS;3.49287e-05
l;õ>;DEL;ǟd;V,ACT,FIN,LGSPEC1,POS,PRS,PL,2;3.48949e-05
õnā;>;INS;ņḑi;N,PL,PRT;3.48612e-05
pūoga;>;INS;ȯigši;N,PL,IN+ESS;3.48275e-05
mōmīe;>;DEL;z;N,SG,DAT;3.47938e-05
ūlda;>;INS;õ;V,ACT,FIN,IND,NEG,PST,PL,2;3.47602e-05
kõ;>;INS;m;V,ACT,FIN,IND,POS,PRS,PL,1;3.47266e-05
õz;>;INS;s;N,SG,IN+ESS;3.4693e-05
tuoistõn;>;DEL;z;ADJ,PL,GEN;3.46594e-05
ežžõmp;>;DEL;ǟva;N,PL,IN+ABL;3.46259e-05
õmläpš;>;INS;apsõks;N,SG,INS;3.45924e-05
nädīļ;>;INS;d;N,PL,GEN;3.4559e-05
mǟdlõ;>;INS;t;V,ACT,FIN,IND,NEG,PST,PL,2;3.45256e-05
igast;>;INS;õ;N,SG,PRT;3.44922e-05
<v;>;DEL;ȱlda;V,ACT,FIN,COND,NEG,PRS,PL,3;3.44588e-05
ȯl;>;INS;lidi;N,PL,PRT;3.44255e-05
õn;>;DEL;ā;N,SG,PRT;3.43922e-05
bõr;>;INS;s;N,SG,IN+ESS;3.43589e-05
naš;>;INS;šõn;ADJ,SG,DAT;3.43257e-05
ūld;>;DEL;a;V,ACT,FIN,QUOT,POS,PRS,PL,2;3.42925e-05
seismõz;>;INS;ndis;ADJ,PL,IN+ESS;3.42594e-05
ōm;>;DEL;īez;N,PL,IN+ABL;3.42262e-05
el;>;DEL;lõ;V,ACT,FIN,IMP,PRS,POS,SG,2;3.41931e-05
dõ;>;INS;ks;V,ACT,FIN,COND,POS,PRS,SG,1;3.41601e-05
iņ;>;INS;štõ;N,SG,IN+ABL;3.4127e-05
dõ;>;INS;žt;V,ACT,FIN,IND,POS,PST,SG,2;3.4094e-05
d;>;DEL;õ;V,ACT,FIN,IND,NEG,FUT,PRF,SG,3;3.40611e-05
bruār;>;INS;s;N,SG,IN+ESS;3.40281e-05
i;ssadāz>;INS;sõ;ADJ,SG,IN+ESS,LGSPEC6;3.39952e-05
īe;>;DEL;z;N,SG,IN+ABL;3.39623e-05
em;>;DEL;ā;N,SG,PRT;3.39295e-05
ǟ;õ>;DEL;d;V,ACT,FIN,LGSPEC1,NEG,PRS,SG,3;3.38967e-05
mmõ;>;DEL;z;ADJ,SG,IN+ESS;3.38639e-05
nz;>;INS;dõks;ADJ,SG,INS;3.38312e-05
õn;>;DEL;z;ADJ,PL,IN+ESS;3.37985e-05
<v;>;DEL;ȱlda;V,ACT,FIN,QUOT,POS,PRS,SG,1;3.37658e-05
ār;>;INS;õks;N,SG,INS;3.37331e-05
oŗ;>;INS;rd;ADJ,PL,NOM;3.37005e-05
stuoistõn;>;DEL;z;ADJ,PL,NOM;3.36679e-05
seis;sadāz>;INS;õn;ADJ,SG,DAT;3.36354e-05
titīv;>;INS;iž;N,PL,IN+ALL;3.36028e-05
īm;>;INS;õd;N,PL,NOM;3.35703e-05
ūo;>;DEL;ŗ;ADJ,SG,GEN;3.35379e-05
īv;>;INS;õdõn;N,PL,DAT;3.35054e-05
īv;>;INS;õ;N,SG,IN+ALL;3.3473e-05
īv;>;INS;õst;N,SG,IN+ABL,LGSPEC6;3.34407e-05
<pǟ;>;INS;d;N,PL,GEN;3.34083e-05
ānd;>;DEL;a;V,ACT,FIN,IND,NEG,FUT,PRF,SG,2;3.3376e-05
da;>;INS;nnõd;V,ACT,FIN,IND,POS,FUT,PRF,PL,2,LGSPEC5;3.33438e-05
äl;>;INS;sõ;N,SG,IN+ESS;3.33115e-05
g;>;INS;iž;N,PL,IN+ALL;3.32793e-05
bäzmõr;>;INS;õs;N,SG,IN+ESS;3.32471e-05
titīv;>;INS;õd;N,PL,GEN;3.3215e-05
ȱntsa;>;INS;dõn;N,PL,DAT;3.31828e-05
nā;>;INS;nõ;N,SG,IN+ALL;3.31508e-05
etsembõr;>;INS;i;N,PL,PRT;3.31187e-05
ä;m>;INS;ǟ;N,PL,INS;3.30867e-05
nalīz;>;INS;õn;N,SG,DAT;3.30547e-05
p;a>;DEL;ānd;V,ACT,FIN,LGSPEC1,NEG,PRS,SG,1;3.30227e-05
sadā;>;DEL;z;ADJ,SG,GEN;3.29908e-05
analīz;>;INS;õd;N,PL,GEN;3.29589e-05
smõztuoistõnz;>;INS;dõd;ADJ,PL,NOM;3.2927e-05
īztas;>;INS;sõdõn;N,PL,DAT;3.28952e-05
ŗmīez;>;INS;d;N,PL,GEN;3.28634e-05
alīz;>;INS;õn;N,SG,DAT;3.28316e-05
al;>;DEL;li;ADJ,SG,DAT;3.27998e-05
õmläpš;>;INS;apstkõks;N,PL,INS;3.27681e-05
<tū;lda>;INS;u;V,ACT,FIN,IND,NEG,PRS,SG,1;3.27364e-05
ti;nt>;INS;ī;N,PL,INS;3.27048e-05
t;>;INS;õdõn;N,PL,DAT;3.26731e-05
ļ;>;INS;štõ;N,SG,IN+ABL;3.26415e-05
alli;>;INS;īztõks;N,SG,INS;3.261e-05
ǟdlõ;>;INS;t;V,ACT,FIN,IND,NEG,PST,PL,2;3.25784e-05
kssadā;>;DEL;z;ADJ,SG,DAT;3.25469e-05
eismõz;>;INS;ndis;ADJ,PL,IN+ESS;3.25155e-05
ūoga;>;INS;ȯigši;N,PL,IN+ESS;3.2484e-05
ānda;>;INS;ņņi;V,ACT,FIN,QUOT,POS,PRS,SG,3;3.24526e-05
ädīļ;>;INS;d;N,PL,GEN;3.24212e-05
ōdõkssadāz;>;INS;ndõ;ADJ,SG,IN+ALL;3.23899e-05
kū;>;INS;sõ;N,SG,IN+ESS;3.23586e-05
ōmīe;>;DEL;z;N,SG,DAT;3.23273e-05
<;>;DEL;vȱlda;V,ACT,FIN,IND,NEG,PRS,PL,3;3.2296e-05
vāpǟva;>;INS;äuvõ;N,SG,IN+ALL;3.22648e-05
lešk;>;INS;õks;N,SG,INS;3.22336e-05
ruār;>;INS;s;N,SG,IN+ESS;3.22024e-05
dõ;>;INS;d;V,ACT,FIN,LGSPEC1,NEG,PRS,PL,3;3.21713e-05
nd;>;DEL;a;V,ACT,FIN,IND,NEG,FUT,PRF,SG,2;3.21401e-05
d;õ>;INS;t;V,ACT,FIN,IND,NEG,PST,PL,3;3.21091e-05
v;>;DEL;ȱlda;V,ACT,FIN,COND,NEG,PRS,PL,3;3.2078e-05
oistõn;>;DEL;z;ADJ,SG,INS;3.2047e-05
analīz;>;INS;ist;N,PL,IN+ABL;3.2016e-05
<;>;DEL;vȱlda;V,ACT,FIN,IND,NEG,PRS,PL,2;3.1985e-05
<līd;>;DEL;õ;V,ACT,FIN,IND,POS,FUT,PRF,PL,1,LGSPEC6;3.19541e-05
gast;>;INS;õ;N,SG,PRT;3.19232e-05
v;>;DEL;ȱlda;V,ACT,FIN,COND,POS,PRS,PL,2;3.18923e-05
uoistõnz;>;INS;dis;ADJ,PL,IN+ESS;3.18615e-05
eis;sadāz>;INS;ist;ADJ,PL,IN+ABL;3.18307e-05
v;>;DEL;ȱlda;V,ACT,FIN,QUOT,POS,PRS,SG,1;3.17999e-05
äzmõr;>;INS;õs;N,SG,IN+ESS;3.17692e-05
līd;õ>;INS;žm;V,ACT,FIN,IND,POS,PST,PL,1;3.17384e-05
l;>;INS;lidi;N,PL,PRT;3.17078e-05
sīlm;>;DEL;a;N,SG,IN+ALL;3.16771e-05
joutõmläpš;>;INS;apst;N,PL,NOM;3.16465e-05
z;>;INS;s;N,SG,IN+ESS;3.16159e-05
n;>;DEL;ā;N,SG,PRT;3.15853e-05
m;>;DEL;īez;N,PL,IN+ABL;3.15547e-05
l;>;DEL;lõ;V,ACT,FIN,IMP,PRS,POS,SG,2;3.15242e-05
tsembõr;>;INS;i;N,PL,PRT;3.14937e-05
aš;>;INS;šõn;ADJ,SG,DAT;3.14633e-05
da;>;INS;nmõ;V,LGSPEC3;3.14329e-05
d;>;DEL;õ;V,ACT,FIN,IND,POS,PRS,SG,2;3.14025e-05
t;>;DEL;ūlda;V,ACT,FIN,COND,POS,PRS,SG,2;3.13721e-05
suoŗm;>;INS;õdõn;N,PL,DAT;3.13418e-05
mõztuoistõnz;>;INS;dõd;ADJ,PL,NOM;3.13115e-05
pānda;>;INS;ņņi;V,ACT,FIN,QUOT,POS,PRS,SG,2;3.12812e-05
likk;õ>;INS;īzt;V,ACT,FIN,IND,POS,PST,PL,3;3.12509e-05
õ;>;INS;ks;V,ACT,FIN,COND,POS,PRS,SG,1;3.12207e-05
m;>;DEL;ā;N,SG,PRT;3.11905e-05
e;>;DEL;z;N,SG,IN+ABL;3.11604e-05
ŗ;>;INS;rd;ADJ,PL,NOM;3.11302e-05
itīv;>;INS;õd;N,PL,GEN;3.11001e-05
õ;>;DEL;nā;N,PL,IN+ABL;3.107e-05
l;>;INS;sõ;N,SG,IN+ESS;3.104e-05
o;>;DEL;ŗ;ADJ,SG,GEN;3.101e-05
pǟ;>;INS;d;N,PL,GEN;3.098e-05
<t;da>;DEL;ūl;V,ACT,V.PTCP;3.095e-05
itīv;>;INS;iž;N,PL,IN+ALL;3.09201e-05
z;>;INS;dõks;ADJ,SG,INS;3.08902e-05
n;>;DEL;z;ADJ,PL,IN+ESS;3.08603e-05
m;>;INS;õd;N,PL,NOM;3.08305e-05
eis;sadāz>;INS;õn;ADJ,SG,DAT;3.08007e-05
oŗpōŗ;>;INS;õdõn;N,PL,DAT;3.07709e-05
ssadā;>;DEL;z;ADJ,SG,DAT;3.07411e-05
a;litas>;DEL;l;N,PL,IN+ALL;3.07114e-05
d;>;DEL;a;V,ACT,FIN,IND,NEG,FUT,PRF,PL,3,LGSPEC5;3.06817e-05
ntsa;>;INS;dõn;N,PL,DAT;3.0652e-05
õ;>;INS;žt;V,ACT,FIN,IND,POS,PST,SG,2;3.06224e-05
ņ;>;INS;štõ;N,SG,IN+ABL;3.05928e-05
allatīv;>;INS;st;N,SG,IN+ABL;3.05632e-05
v;>;INS;õ;N,SG,IN+ALL;3.05337e-05
ā;>;INS;nõ;N,SG,IN+ALL;3.05041e-05
a;>;INS;nnõd;V,ACT,FIN,IND,POS,FUT,PRF,PL,2,LGSPEC5;3.04746e-05
pš;>;INS;apsõn;N,SG,DAT;3.04452e-05
tuoi;>;INS;zt;ADJ,PL,GEN;3.04157e-05
ztas;>;INS;sõdõn;N,PL,DAT;3.03863e-05
āmīe;>;DEL;z;N,SG,IN+ESS;3.03569e-05
tuoi;>;INS;zõst;ADJ,SG,IN+ABL;3.03276e-05
läpš;>;INS;apsõst;N,SG,IN+ABL;3.02982e-05
õ;>;INS;nd;V,ACT,FIN,IND,POS,FUT,PRF,PL,1,LGSPEC5;3.02689e-05
līz;>;INS;õn;N,SG,DAT;3.02397e-05
tū;lda>;INS;u;V,ACT,FIN,IND,NEG,PRS,SG,1;3.02104e-05
ismõz;>;INS;ndis;ADJ,PL,IN+ESS;3.01812e-05
sõzār;>;INS;dõks;N,PL,INS;3.0152e-05
