Left;Right;Operation;Object;MorphFeatures;Weight
t;re>;DEL;a;V,IND,FUT,2,PL;6.69172e-05
dagia;>;DEL;rsi;V,SBJV,PRS,1,PL;6.68889e-05
iann;e>;DEL;etter;V.PTCP,PST;6.68605e-05
ticars;i>;INS;h;V,SBJV,PRS,2,SG;6.68322e-05
riserv;i>;DEL;ars;V,IND,PRS,2,SG;6.68039e-05
iferirsi;>;INS;anno;V,IND,FUT,3,PL;6.67755e-05
respo;e>;DEL;rr;V,IND,PST,1,SG,IPFV;6.67472e-05
imoni;e>;DEL;ar;V,IND,FUT,2,SG;6.67189e-05
legare;>;INS;hi;V,IND,PRS,2,SG;6.66907e-05
c;>;DEL;are;V,IND,PRS,1,SG;6.66624e-05
t;ire>;INS;isc;V,IND,PRS,2,SG;6.66341e-05
iud;e>;DEL;er;V,IND,PST,2,SG,IPFV;6.66059e-05
sbrac;arsi>;INS;av;V,IND,PST,3,SG,IPFV;6.65777e-05
arsi;>;INS;se;V,SBJV,PST,3,SG;6.65494e-05
egg;re>;DEL;ia;V,IND,FUT,2,PL;6.65212e-05
arsi;>;INS;ò;V,IND,PST,3,SG,PFV;6.6493e-05
l;>;DEL;ire;V,POS,IMP,3,SG;6.64649e-05
erir;>;DEL;si;V,COND,1,PL;6.64367e-05
care;>;INS;hi;V,SBJV,PRS,2,SG;6.64085e-05
oagi;>;DEL;re;V,IND,PRS,3,PL;6.63804e-05
r;>;DEL;arsi;V,COND,2,PL;6.63522e-05
r;e>;INS;ent;V.PTCP,PRS;6.63241e-05
ossid;rsi>;DEL;a;V,COND,2,SG;6.6296e-05
decontra;>;DEL;rre;V,POS,IMP,3,SG;6.62679e-05
ell;e>;DEL;er;V,IND,PST,3,PL,IPFV;6.62398e-05
d;>;DEL;ere;V,SBJV,PRS,1,PL;6.62117e-05
corific;e>;DEL;ar;V,IND,FUT,3,SG;6.61837e-05
tolle;re>;DEL;ra;V,IND,FUT,1,SG;6.61556e-05
rod;e>;DEL;er;V,IND,PST,1,PL,PFV;6.61276e-05
bil;i>;DEL;irs;V,IND,PST,2,PL,IPFV;6.60995e-05
ann;e>;DEL;etter;V.PTCP,PST;6.60715e-05
angersi;>;INS;ono;V,IND,PRS,3,PL;6.60435e-05
clam;are>;INS;i;V,IND,PRS,1,PL;6.60155e-05
brac;arsi>;INS;av;V,IND,PST,3,SG,IPFV;6.59875e-05
ghinda;i>;DEL;rs;V,POS,IMP,2,PL;6.59596e-05
onc;e>;DEL;eder;V,IND,PST,1,SG,PFV;6.59316e-05
icars;i>;INS;h;V,SBJV,PRS,2,SG;6.59037e-05
ferirsi;>;INS;anno;V,IND,FUT,3,PL;6.58757e-05
p;>;DEL;arsi;V,IND,FUT,1,PL;6.58478e-05
predispo;>;DEL;rsi;V,SBJV,PRS,1,SG;6.58199e-05
ttere;>;INS;à;V,IND,FUT,3,SG;6.5792e-05
moni;e>;DEL;ar;V,IND,FUT,2,SG;6.57641e-05
espo;e>;DEL;rr;V,IND,PST,1,SG,IPFV;6.57362e-05
rda;si>;DEL;r;V,SBJV,PST,2,SG;6.57084e-05
cars;i>;INS;h;V,SBJV,PRS,2,SG;6.56805e-05
i;are>;INS;av;V,IND,PST,3,SG,IPFV;6.56527e-05
re;>;INS;ono;V,IND,PRS,3,PL;6.56249e-05
ssid;rsi>;DEL;a;V,COND,2,SG;6.5597e-05
stificarsi;>;INS;herete;V,IND,FUT,2,PL;6.55692e-05
sovrapporre;>;INS;nga;V,SBJV,PRS,1,SG;6.55414e-05
gare;>;INS;hi;V,IND,PRS,2,SG;6.55137e-05
econtra;>;DEL;rre;V,POS,IMP,3,SG;6.54859e-05
rac;arsi>;INS;av;V,IND,PST,3,SG,IPFV;6.54581e-05
decommettere;>;INS;a;V,SBJV,PRS,3,SG;6.54304e-05
a;re>;INS;e;V,COND,2,SG;6.54026e-05
or;pere>;DEL;om;V,IND,PST,3,SG,PFV;6.53749e-05
are;>;INS;ono;V,IND,PST,3,PL,PFV;6.53472e-05
abbrivid;ire>;INS;ist;V,IND,PST,2,SG,PFV;6.53195e-05
rsi;>;INS;emmo;V,COND,1,PL;6.52918e-05
z;re>;DEL;a;V,COND,2,SG;6.52642e-05
lam;are>;INS;i;V,IND,PRS,1,PL;6.52365e-05
orific;e>;DEL;ar;V,IND,FUT,3,SG;6.52088e-05
ud;e>;DEL;er;V,IND,PST,2,SG,IPFV;6.51812e-05
agi;>;DEL;re;V,IND,PRS,3,PL;6.51536e-05
ll;e>;DEL;er;V,IND,PST,3,PL,IPFV;6.5126e-05
ngersi;>;INS;ono;V,IND,PRS,3,PL;6.50984e-05
gg;re>;DEL;ia;V,IND,FUT,2,PL;6.50708e-05
oni;e>;DEL;ar;V,IND,FUT,2,SG;6.50432e-05
da;si>;DEL;r;V,SBJV,PST,2,SG;6.50156e-05
erv;i>;DEL;ars;V,IND,PRS,2,SG;6.4988e-05
olle;re>;DEL;ra;V,IND,FUT,1,SG;6.49605e-05
redispo;>;DEL;rsi;V,SBJV,PRS,1,SG;6.4933e-05
od;e>;DEL;er;V,IND,PST,1,PL,PFV;6.49054e-05
il;i>;DEL;irs;V,IND,PST,2,PL,IPFV;6.48779e-05
estoll;>;DEL;ere;V,SBJV,PRS,2,SG;6.48504e-05
distra;>;DEL;rre;V,IND,PRS,1,SG;6.48229e-05
racchiudere;>;INS;vi;V,IND,PST,2,SG,IPFV;6.47955e-05
tificarsi;>;INS;herete;V,IND,FUT,2,PL;6.4768e-05
egg;>;DEL;iarsi;V,COND,3,PL;6.47405e-05
sbilanc;i>;DEL;iars;V,COND,1,SG;6.47131e-05
spo;e>;DEL;rr;V,IND,PST,1,SG,IPFV;6.46857e-05
ciupacchi;re>;DEL;a;V,COND,3,SG;6.46583e-05
forbir;>;DEL;e;V,IND,FUT,3,PL;6.46309e-05
nc;e>;DEL;eder;V,IND,PST,1,SG,PFV;6.46035e-05
gia;>;DEL;rsi;V,SBJV,PRS,1,PL;6.45761e-05
i;>;INS;mmo;V,IND,PST,1,PL,PFV;6.45487e-05
contra;>;DEL;rre;V,POS,IMP,3,SG;6.45213e-05
sid;rsi>;DEL;a;V,COND,2,SG;6.4494e-05
rific;e>;DEL;ar;V,IND,FUT,3,SG;6.44667e-05
rimpossessar;>;DEL;si;V,SBJV,PST,3,PL;6.44393e-05
e;>;INS;sca;V,SBJV,PRS,3,SG;6.4412e-05
r;pere>;DEL;om;V,IND,PST,3,SG,PFV;6.43847e-05
edispo;>;DEL;rsi;V,SBJV,PRS,1,SG;6.43574e-05
am;are>;INS;i;V,IND,PRS,1,PL;6.43301e-05
disossid;re>;DEL;a;V,IND,FUT,1,PL;6.43029e-05
ir;>;DEL;si;V,COND,1,PL;6.42756e-05
g;re>;DEL;ia;V,IND,FUT,2,PL;6.42484e-05
ni;e>;DEL;ar;V,IND,FUT,2,SG;6.42211e-05
rtolarizz;>;DEL;are;V,IND,PST,3,SG,PFV;6.41939e-05
stoll;>;DEL;ere;V,SBJV,PRS,2,SG;6.41667e-05
ipinge;>;DEL;rsi;V,IND,PST,3,PL,IPFV;6.41395e-05
iupacchi;re>;DEL;a;V,COND,3,SG;6.41123e-05
gi;>;DEL;re;V,IND,PRS,3,PL;6.40852e-05
d;e>;DEL;er;V,IND,PST,1,PL,PFV;6.4058e-05
rirsi;>;INS;anno;V,IND,FUT,3,PL;6.40308e-05
istra;>;DEL;rre;V,IND,PRS,1,SG;6.40037e-05
inda;i>;DEL;rs;V,POS,IMP,2,PL;6.39766e-05
brivid;ire>;INS;ist;V,IND,PST,2,SG,PFV;6.39494e-05
vagir;>;DEL;e;V,IND,PST,3,PL,PFV;6.39223e-05
id;rsi>;DEL;a;V,COND,2,SG;6.38952e-05
l;e>;DEL;er;V,IND,PST,3,PL,IPFV;6.38682e-05
l;i>;DEL;irs;V,IND,PST,2,PL,IPFV;6.38411e-05
izz;re>;DEL;a;V,IND,FUT,2,PL;6.3814e-05
impossessar;>;DEL;si;V,SBJV,PST,3,PL;6.3787e-05
ontra;>;DEL;rre;V,POS,IMP,3,SG;6.37599e-05
po;e>;DEL;rr;V,IND,PST,1,SG,IPFV;6.37329e-05
rv;i>;DEL;ars;V,IND,PRS,2,SG;6.37059e-05
rassegn;are>;INS;i;V,POS,IMP,1,PL;6.36789e-05
isossid;re>;DEL;a;V,IND,FUT,1,PL;6.36519e-05
ific;e>;DEL;ar;V,IND,FUT,3,SG;6.36249e-05
orbir;>;DEL;e;V,IND,FUT,3,PL;6.3598e-05
c;arsi>;INS;av;V,IND,PST,3,SG,IPFV;6.3571e-05
ia;>;DEL;rsi;V,SBJV,PRS,1,PL;6.35441e-05
c;e>;DEL;eder;V,IND,PST,1,SG,PFV;6.35171e-05
gg;>;DEL;iarsi;V,COND,3,PL;6.34902e-05
n;e>;DEL;etter;V.PTCP,PST;6.34633e-05
re;>;INS;hi;V,IND,PRS,2,SG;6.34364e-05
ficarsi;>;INS;herete;V,IND,FUT,2,PL;6.34095e-05
ttrarr;e>;INS;et;V,POS,IMP,2,PL;6.33826e-05
upacchi;re>;DEL;a;V,COND,3,SG;6.33558e-05
ommettere;>;INS;a;V,SBJV,PRS,3,SG;6.33289e-05
raddobb;re>;DEL;a;V,COND,2,PL;6.33021e-05
tolarizz;>;DEL;are;V,IND,PST,3,SG,PFV;6.32752e-05
m;are>;INS;i;V,IND,PRS,1,PL;6.32484e-05
le;re>;DEL;ra;V,IND,FUT,1,SG;6.32216e-05
stra;>;DEL;rre;V,IND,PRS,1,SG;6.31948e-05
dispo;>;DEL;rsi;V,SBJV,PRS,1,SG;6.3168e-05
mpossessar;>;DEL;si;V,SBJV,PST,3,PL;6.31412e-05
rapporre;>;INS;nga;V,SBJV,PRS,1,SG;6.31145e-05
stratific;>;DEL;are;V,POS,IMP,3,SG;6.30877e-05
assegn;are>;INS;i;V,POS,IMP,1,PL;6.3061e-05
difend;ere>;INS;ess;V,SBJV,PST,3,PL;6.30342e-05
toll;>;DEL;ere;V,SBJV,PRS,2,SG;6.30075e-05
re;>;INS;vi;V,IND,PST,2,SG,IPFV;6.29808e-05
rs;i>;INS;h;V,SBJV,PRS,2,SG;6.29541e-05
irsi;>;INS;anno;V,IND,FUT,3,PL;6.29274e-05
sossid;re>;DEL;a;V,IND,FUT,1,PL;6.29008e-05
t;are>;INS;i;V,SBJV,PRS,1,PL;6.28741e-05
ars;i>;INS;ere;V,COND,1,SG;6.28475e-05
r;>;DEL;are;V,POS,IMP,3,SG;6.28208e-05
e;>;INS;hi;V,SBJV,PRS,2,SG;6.27942e-05
i;>;DEL;re;V,POS,IMP,2,SG;6.27676e-05
arsi;>;INS;ereste;V,COND,2,PL;6.2741e-05
lesin;are>;INS;i;V,IND,PRS,1,PL;6.27144e-05
addobb;re>;DEL;a;V,COND,2,PL;6.26878e-05
on;re>;DEL;a;V,COND,1,PL;6.26612e-05
popp;are>;INS;i;V,SBJV,PRS,1,PL;6.26347e-05
ccapricciare;>;INS;no;V,POS,IMP,3,PL;6.26081e-05
pinge;>;DEL;rsi;V,IND,PST,3,PL,IPFV;6.25816e-05
lanc;i>;DEL;iars;V,COND,1,SG;6.2555e-05
rarr;e>;INS;et;V,POS,IMP,2,PL;6.25285e-05
piccon;e>;DEL;ar;V,IND,FUT,3,PL;6.2502e-05
d;rsi>;DEL;a;V,COND,2,SG;6.24755e-05
rbir;>;DEL;e;V,IND,FUT,3,PL;6.24491e-05
deconcent;re>;DEL;ra;V,IND,FUT,2,SG;6.24226e-05
i;e>;DEL;ar;V,IND,FUT,2,SG;6.23961e-05
mmettere;>;INS;a;V,SBJV,PRS,3,SG;6.23697e-05
ilanc;i>;DEL;iars;V,COND,1,SG;6.23432e-05
icarsi;>;INS;herete;V,IND,FUT,2,PL;6.23168e-05
olarizz;>;DEL;are;V,IND,PST,3,SG,PFV;6.22904e-05
ringere;>;INS;ono;V,IND,PRS,3,PL;6.2264e-05
addursi;>;INS;ce;V,IND,PRS,3,SG;6.22376e-05
ncavolarsi;>;INS;erà;V,IND,FUT,3,SG;6.22112e-05
a;>;DEL;rsi;V,SBJV,PRS,1,PL;6.21849e-05
possessar;>;DEL;si;V,SBJV,PST,3,PL;6.21585e-05
apporre;>;INS;nga;V,SBJV,PRS,1,SG;6.21322e-05
surrog;i>;DEL;ars;V,COND,1,SG;6.21058e-05
ossid;re>;DEL;a;V,IND,FUT,1,PL;6.20795e-05
tratific;>;DEL;are;V,POS,IMP,3,SG;6.20532e-05
rastagli;>;DEL;are;V,IND,PRS,2,SG;6.20269e-05
ivid;ire>;INS;ist;V,IND,PST,2,SG,PFV;6.20006e-05
e;re>;DEL;ra;V,IND,FUT,1,SG;6.19743e-05
ispo;>;DEL;rsi;V,SBJV,PRS,1,SG;6.1948e-05
rsi;>;INS;ono;V,IND,PRS,3,PL;6.19218e-05
infrangersi;>;INS;e;V,IND,PST,3,SG,PFV;6.18955e-05
tra;>;DEL;rre;V,IND,PRS,1,SG;6.18693e-05
da;i>;DEL;rs;V,POS,IMP,2,PL;6.18431e-05
inge;>;DEL;rsi;V,IND,PST,3,PL,IPFV;6.18169e-05
hiudere;>;INS;vi;V,IND,PST,2,SG,IPFV;6.17907e-05
esin;are>;INS;i;V,IND,PRS,1,PL;6.17645e-05
s;i>;INS;h;V,SBJV,PRS,2,SG;6.17383e-05
v;i>;DEL;ars;V,IND,PRS,2,SG;6.17121e-05
econcent;re>;DEL;ra;V,IND,FUT,2,SG;6.1686e-05
opp;are>;INS;i;V,SBJV,PRS,1,PL;6.16598e-05
isconnett;>;DEL;ersi;V,SBJV,PRS,1,SG;6.16337e-05
cavolarsi;>;INS;erà;V,IND,FUT,3,SG;6.16075e-05
mettere;>;INS;a;V,SBJV,PRS,3,SG;6.15814e-05
rs;i>;INS;s;V,SBJV,PST,2,SG;6.15553e-05
ossessar;>;DEL;si;V,SBJV,PST,3,PL;6.15292e-05
ssegn;are>;INS;i;V,POS,IMP,1,PL;6.15032e-05
lussureggi;>;DEL;are;V,SBJV,PRS,3,SG;6.14771e-05
mansuef;are>;INS;acci;V,SBJV,PRS,2,SG;6.1451e-05
e;>;INS;hi;V,IND,PRS,2,SG;6.1425e-05
impasticca;si>;DEL;r;V.CVB,PRS;6.13989e-05
gir;>;DEL;e;V,IND,PST,3,PL,PFV;6.13729e-05
larizz;>;DEL;are;V,IND,PST,3,SG,PFV;6.13469e-05
regol;i>;DEL;ars;V,SBJV,PRS,1,PL;6.13209e-05
tra;>;DEL;rre;V,POS,IMP,3,SG;6.12949e-05
bir;>;DEL;e;V,IND,FUT,3,PL;6.12689e-05
urrog;i>;DEL;ars;V,COND,1,SG;6.1243e-05
pporre;>;INS;nga;V,SBJV,PRS,1,SG;6.1217e-05
ic;e>;DEL;ar;V,IND,FUT,3,SG;6.11911e-05
vid;ire>;INS;ist;V,IND,PST,2,SG,PFV;6.11651e-05
iudere;>;INS;vi;V,IND,PST,2,SG,IPFV;6.11392e-05
sin;are>;INS;i;V,IND,PRS,1,PL;6.11133e-05
arr;e>;INS;et;V,POS,IMP,2,PL;6.10874e-05
nfrangersi;>;INS;e;V,IND,PST,3,SG,PFV;6.10615e-05
incazzarsi;>;INS;erete;V,IND,FUT,2,PL;6.10356e-05
concent;re>;DEL;ra;V,IND,FUT,2,SG;6.10097e-05
spo;>;DEL;rsi;V,SBJV,PRS,1,SG;6.09839e-05
ifend;ere>;INS;ess;V,SBJV,PST,3,PL;6.0958e-05
sconnett;>;DEL;ersi;V,SBJV,PRS,1,SG;6.09322e-05
scompagn;i>;DEL;ars;V,POS,IMP,3,PL;6.09063e-05
ssessar;>;DEL;si;V,SBJV,PST,3,PL;6.08805e-05
pp;are>;INS;i;V,SBJV,PRS,1,PL;6.08547e-05
cchi;re>;DEL;a;V,COND,3,SG;6.08289e-05
ll;>;DEL;ere;V,SBJV,PRS,2,SG;6.08031e-05
ir;>;DEL;e;V,IND,PST,3,PL,PFV;6.07774e-05
sgas;e>;DEL;ar;V,IND,FUT,1,SG;6.07516e-05
ccon;e>;DEL;ar;V,IND,FUT,3,PL;6.07259e-05
rrog;i>;DEL;ars;V,COND,1,SG;6.07001e-05
ansuef;are>;INS;acci;V,SBJV,PRS,2,SG;6.06744e-05
isordin;re>;DEL;a;V,COND,2,PL;6.06487e-05
ra;>;DEL;rre;V,IND,PRS,1,SG;6.0623e-05
arsi;>;INS;herete;V,IND,FUT,2,PL;6.05973e-05
anc;i>;DEL;iars;V,COND,1,SG;6.05716e-05
irell;e>;DEL;ar;V,IND,FUT,3,PL;6.05459e-05
pasticca;si>;DEL;r;V.CVB,PRS;6.05203e-05
ngere;>;INS;ono;V,IND,PRS,3,PL;6.04946e-05
nge;>;DEL;rsi;V,IND,PST,3,PL,IPFV;6.0469e-05
addolcire;>;INS;amo;V,SBJV,PRS,1,PL;6.04433e-05
ncazzarsi;>;INS;erete;V,IND,FUT,2,PL;6.04177e-05
pricciare;>;INS;no;V,POS,IMP,3,PL;6.03921e-05
disconosc;>;DEL;ere;V.PTCP,PST;6.03665e-05
squilibr;>;DEL;are;V,SBJV,PRS,1,SG;6.03409e-05
izz;re>;DEL;a;V,COND,3,SG;6.03153e-05
ritogli;e>;DEL;er;V,IND,PST,1,PL,IPFV;6.02898e-05
atific;>;DEL;are;V,POS,IMP,3,SG;6.02642e-05
dursi;>;INS;ce;V,IND,PRS,3,SG;6.02387e-05
in;are>;INS;i;V,IND,PRS,1,PL;6.02131e-05
ra;>;DEL;rre;V,POS,IMP,3,SG;6.01876e-05
astagli;>;DEL;are;V,IND,PRS,2,SG;6.01621e-05
connett;>;DEL;ersi;V,SBJV,PRS,1,SG;6.01366e-05
fend;ere>;INS;ess;V,SBJV,PST,3,PL;6.01111e-05
rr;e>;INS;et;V,POS,IMP,2,PL;6.00856e-05
imenta;si>;DEL;r;V,SBJV,PST,1,SG;6.00602e-05
indispetti;si>;DEL;r;V,IND,PST,2,PL,PFV;6.00347e-05
ssureggi;>;DEL;are;V,SBJV,PRS,3,SG;5.99821e-05
nsuef;are>;INS;acci;V,SBJV,PRS,2,SG;5.9955e-05
sid;re>;DEL;a;V,IND,FUT,1,PL;5.99278e-05
egn;are>;INS;i;V,POS,IMP,1,PL;5.99007e-05
stagli;>;DEL;are;V,IND,PRS,2,SG;5.98736e-05
gas;e>;DEL;ar;V,IND,FUT,1,SG;5.98465e-05
ttere;>;INS;a;V,SBJV,PRS,3,SG;5.98195e-05
sordin;re>;DEL;a;V,COND,2,PL;5.97924e-05
rangersi;>;INS;e;V,IND,PST,3,SG,PFV;5.97653e-05
richiam;arsi>;INS;er;V,IND,FUT,3,PL;5.97383e-05
sciabord;are>;INS;i;V,POS,IMP,1,PL;5.97113e-05
sovresporr;e>;INS;n;V,IND,PST,1,SG,IPFV;5.96843e-05
obb;re>;DEL;a;V,COND,2,PL;5.96572e-05
tific;>;DEL;are;V,POS,IMP,3,SG;5.96303e-05
con;e>;DEL;ar;V,IND,FUT,3,PL;5.96033e-05
p;are>;INS;i;V,SBJV,PRS,1,PL;5.95763e-05
ge;>;DEL;rsi;V,IND,PST,3,PL,IPFV;5.95494e-05
rsi;>;INS;ereste;V,COND,2,PL;5.95224e-05
ncent;re>;DEL;ra;V,IND,FUT,2,SG;5.94955e-05
ricciare;>;INS;no;V,POS,IMP,3,PL;5.94686e-05
mugghi;re>;DEL;a;V,COND,1,PL;5.94417e-05
isconosc;>;DEL;ere;V.PTCP,PST;5.94148e-05
asticca;si>;DEL;r;V.CVB,PRS;5.93879e-05
itogli;e>;DEL;er;V,IND,PST,1,PL,IPFV;5.9361e-05
gere;>;INS;ono;V,IND,PRS,3,PL;5.93341e-05
rog;i>;DEL;ars;V,COND,1,SG;5.93073e-05
arsi;>;INS;ono;V,IND,PST,3,PL,PFV;5.92805e-05
ndispetti;si>;DEL;r;V,IND,PST,2,PL,PFV;5.92536e-05
i;>;INS;ono;V,IND,PRS,3,PL;5.92268e-05
fung;e>;DEL;er;V,IND,PST,1,SG,IPFV;5.92e-05
gn;are>;INS;i;V,POS,IMP,1,PL;5.91733e-05
orre;>;INS;nga;V,SBJV,PRS,1,SG;5.91465e-05
d;ire>;INS;ist;V,IND,PST,2,SG,PFV;5.91197e-05
gol;i>;DEL;ars;V,SBJV,PRS,1,PL;5.9093e-05
c;i>;DEL;iars;V,COND,1,SG;5.90662e-05
si;>;INS;herete;V,IND,FUT,2,PL;5.90395e-05
olarsi;>;INS;erà;V,IND,FUT,3,SG;5.90128e-05
onnett;>;DEL;ersi;V,SBJV,PRS,1,SG;5.89861e-05
ompagn;i>;DEL;ars;V,POS,IMP,3,PL;5.89594e-05
sottopo;>;DEL;rsi;V,SBJV,PRS,3,SG;5.89327e-05
a;>;DEL;rre;V,IND,PRS,1,SG;5.89061e-05
repension;are>;INS;av;V,IND,PST,3,SG,IPFV;5.88794e-05
ursi;>;INS;ce;V,IND,PRS,3,SG;5.88528e-05
l;>;DEL;ere;V,SBJV,PRS,2,SG;5.88262e-05
i;>;INS;anno;V,IND,FUT,3,PL;5.87995e-05
sureggi;>;DEL;are;V,SBJV,PRS,3,SG;5.87729e-05
avvolv;e>;DEL;er;V,IND,PST,2,SG,IPFV;5.87463e-05
mbarc;are>;INS;hi;V,SBJV,PRS,1,PL;5.87198e-05
sticca;si>;DEL;r;V.CVB,PRS;5.86932e-05
t;>;DEL;are;V,POS,IMP,3,SG;5.86666e-05
essar;>;DEL;si;V,SBJV,PST,3,PL;5.86401e-05
nnett;>;DEL;ersi;V,SBJV,PRS,1,SG;5.86136e-05
nd;ere>;INS;ess;V,SBJV,PST,3,PL;5.8587e-05
ichiam;arsi>;INS;er;V,IND,FUT,3,PL;5.85605e-05
hi;re>;DEL;a;V,COND,3,SG;5.8534e-05
bb;re>;DEL;a;V,COND,2,PL;5.85076e-05
incocci;>;DEL;are;V,SBJV,PRS,2,SG;5.84811e-05
angersi;>;INS;e;V,IND,PST,3,SG,PFV;5.84546e-05
r;e>;INS;et;V,POS,IMP,2,PL;5.84282e-05
a;>;DEL;rre;V,POS,IMP,3,SG;5.84017e-05
saltabecca;>;DEL;re;V,IND,FUT,2,SG;5.83753e-05
ordin;re>;DEL;a;V,COND,2,PL;5.83489e-05
ugghi;re>;DEL;a;V,COND,1,PL;5.83225e-05
rigol;re>;DEL;a;V,IND,FUT,1,PL;5.82961e-05
ell;e>;DEL;ar;V,IND,FUT,3,PL;5.82697e-05
diffidarsi;>;INS;erò;V,IND,FUT,1,SG;5.82434e-05
ciabord;are>;INS;i;V,POS,IMP,1,PL;5.8217e-05
ovresporr;e>;INS;n;V,IND,PST,1,SG,IPFV;5.81907e-05
ottrarre;>;INS;ssi;V,IND,PST,1,SG,PFV;5.81644e-05
ciabic;>;DEL;are;V,IND,PRS,2,SG;5.8138e-05
on;e>;DEL;ar;V,IND,FUT,3,PL;5.81117e-05
uilibr;>;DEL;are;V,SBJV,PRS,1,SG;5.80854e-05
o;>;DEL;rsi;V,SBJV,PRS,1,SG;5.80592e-05
crocifiggers;i>;INS;t;V,IND,PST,2,SG,PFV;5.80329e-05
ssenti;>;DEL;re;V,POS,IMP,1,PL;5.80066e-05
as;e>;DEL;ar;V,IND,FUT,1,SG;5.79804e-05
ttrarre;>;INS;ssi;V,IND,PST,1,SG,PFV;5.79542e-05
barc;are>;INS;hi;V,SBJV,PRS,1,PL;5.79279e-05
cent;re>;DEL;ra;V,IND,FUT,2,SG;5.79017e-05
izz;>;DEL;are;V,IND,PST,3,SG,PFV;5.78755e-05
mpagn;i>;DEL;ars;V,POS,IMP,3,PL;5.78493e-05
re;>;INS;mmo;V,IND,PST,1,PL,PFV;5.78232e-05
ific;>;DEL;are;V,POS,IMP,3,SG;5.7797e-05
ung;e>;DEL;er;V,IND,PST,1,SG,IPFV;5.77709e-05
n;re>;DEL;a;V,COND,2,SG;5.77447e-05
rsi;>;INS;no;V,SBJV,PRS,3,PL;5.77186e-05
rs;i>;INS;tev;V,POS,IMP,2,PL;5.76925e-05
chiam;arsi>;INS;er;V,IND,FUT,3,PL;5.76664e-05
ureggi;>;DEL;are;V,SBJV,PRS,3,SG;5.76403e-05
alen;re>;DEL;a;V,COND,1,SG;5.76142e-05
ottopo;>;DEL;rsi;V,SBJV,PRS,3,SG;5.75881e-05
presiedere;>;INS;va;V,IND,PST,3,SG,IPFV;5.75621e-05
ticca;si>;DEL;r;V.CVB,PRS;5.7536e-05
rre;>;INS;nga;V,SBJV,PRS,1,SG;5.751e-05
uef;are>;INS;acci;V,SBJV,PRS,2,SG;5.7484e-05
altabecca;>;DEL;re;V,IND,FUT,2,SG;5.7458e-05
iffidarsi;>;INS;erò;V,IND,FUT,1,SG;5.7432e-05
ol;i>;DEL;ars;V,SBJV,PRS,1,PL;5.7406e-05
rsi;>;INS;ce;V,IND,PRS,3,SG;5.738e-05
i;re>;DEL;a;V,COND,3,SG;5.73541e-05
seppell;ire>;INS;iv;V,IND,PST,2,SG,IPFV;5.73281e-05
pension;are>;INS;av;V,IND,PST,3,SG,IPFV;5.73022e-05
gemella;i>;DEL;rs;V,IND,PST,1,SG,PFV;5.72762e-05
vvolv;e>;DEL;er;V,IND,PST,2,SG,IPFV;5.72503e-05
zzarsi;>;INS;erete;V,IND,FUT,2,PL;5.72244e-05
ncocci;>;DEL;are;V,SBJV,PRS,2,SG;5.71985e-05
iabord;are>;INS;i;V,POS,IMP,1,PL;5.71727e-05
n;are>;INS;i;V,POS,IMP,1,PL;5.71468e-05
nett;>;DEL;ersi;V,SBJV,PRS,1,SG;5.71209e-05
d;ere>;INS;ess;V,SBJV,PST,3,PL;5.70951e-05
ll;e>;DEL;ar;V,IND,FUT,3,PL;5.70693e-05
ng;e>;DEL;er;V,IND,PST,1,SG,IPFV;5.70434e-05
e;>;DEL;rsi;V,IND,PST,3,PL,IPFV;5.70176e-05
ispetti;si>;DEL;r;V,IND,PST,2,PL,PFV;5.69918e-05
olcire;>;INS;amo;V,SBJV,PRS,1,PL;5.6966e-05
ngersi;>;INS;e;V,IND,PST,3,SG,PFV;5.69403e-05
conosc;>;DEL;ere;V.PTCP,PST;5.69145e-05
igol;re>;DEL;a;V,IND,FUT,1,PL;5.68888e-05
gghi;re>;DEL;a;V,COND,1,PL;5.6863e-05
autodeterminarsi;>;INS;no;V,SBJV,PRS,3,PL;5.68373e-05
iabic;>;DEL;are;V,IND,PRS,2,SG;5.68116e-05
senti;>;DEL;re;V,POS,IMP,1,PL;5.67859e-05
acclim;re>;DEL;a;V,COND,3,SG;5.67602e-05
radioassist;>;DEL;ere;V,IND,PRS,3,PL;5.67345e-05
ogli;e>;DEL;er;V,IND,PST,1,PL,IPFV;5.67088e-05
olfit;>;DEL;are;V,IND,PRS,2,SG;5.66832e-05
slitt;>;DEL;are;V,IND,PRS,1,SG;5.66575e-05
resiedere;>;INS;va;V,IND,PST,3,SG,IPFV;5.66319e-05
b;re>;DEL;a;V,COND,2,PL;5.66063e-05
reggi;>;DEL;are;V,SBJV,PRS,3,SG;5.65806e-05
gelatinizz;e>;DEL;ar;V,IND,FUT,3,PL;5.6555e-05
zz;re>;DEL;a;V,COND,3,SG;5.65295e-05
izz;re>;DEL;a;V,COND,1,PL;5.65039e-05
agli;>;DEL;are;V,IND,PRS,2,SG;5.64783e-05
pagn;i>;DEL;ars;V,POS,IMP,3,PL;5.64528e-05
ttopo;>;DEL;rsi;V,SBJV,PRS,3,SG;5.64272e-05
volv;e>;DEL;er;V,IND,PST,2,SG,IPFV;5.64017e-05
ltabecca;>;DEL;re;V,IND,FUT,2,SG;5.63762e-05
rificc;>;DEL;are;V,SBJV,PRS,1,SG;5.63507e-05
arc;are>;INS;hi;V,SBJV,PRS,1,PL;5.63252e-05
